category	FROM	TO	evidence	source
miRNA-gene	hsa-mir-124	PARG1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PARP16	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PDLIM7	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PECI	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PGF	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PGM1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PGRMC2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PHF19	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PLDN	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PLOD3	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PLP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PLSCR3	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PODXL	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	POLR3G	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PP1201	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PRKD1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PTBP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PTPN12	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	PTTG1IP	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RAI	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RAM2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RARG	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RASSF5	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RBMS1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RDH10	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RELA	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RFFL	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RHOG	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RNPEPL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	RYK	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SCP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SENP8	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SERP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SERPINB6	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SLC15A4	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SLC16A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SLC17A5	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SLC22A5	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SLC25A30	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SLC30A7	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SMAD5	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SNAI2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SPC18	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SSFA2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	STOM	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	STX10	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SUCLG2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SURF4	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SWAP70	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SYCP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SYNGR2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	SYPL	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TARBP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TBDN100	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TEAD1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	THG-1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TJP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TLN1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TNFRSF21	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TOM1L1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TRIM29	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TRIP11	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TSPAN15	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TTC7A	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	TWIST2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	UHRF1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	USP48	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	VAMP3	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	ZBED3	Experimental	PMID20584335
miRNA-gene	hsa-mir-124	ZFP36L2	Experimental	PMID20584335
miRNA-gene	hsa-mir-124a	CTDSP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-124a	VAMP3	Experimental	PMID20584335
miRNA-gene	hsa-mir-125a	ERBB2	Experimental	PMID20584335
miRNA-gene	hsa-mir-125a	ERBB3	Experimental	PMID20584335
miRNA-gene	hsa-mir-125a	Lin28	Experimental	PMID20584335
miRNA-gene	hsa-mir-125a	lin-28	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ADAMTS1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	AK123478	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	B3GALT4	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	BAK1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	C10orf104	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CASP6	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CASP7	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CBLN2	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CBX7	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CEBPG	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CLU	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	CYP1A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	DIO3	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ERBB2	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ERBB3	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	FAM19A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	GPR160	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	H3F3B	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	HIST1H4A	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	HOMER2	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ID1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ID2	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ID3	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	IGFBP3	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	IL1RN	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	JMJ	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	Lin28	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	lin-28	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	MAN1A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	MGC138396	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	ODZ2	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	PCDHB10	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	PERP	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	PIGR	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	RBM8A	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	SGPL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	trkC	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	TSPAN8	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	UBE2I	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	UGT2B15	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	UGT2B17	Experimental	PMID20584335
miRNA-gene	hsa-mir-125b	UGT2B28	Experimental	PMID20584335
miRNA-gene	hsa-mir-126	prostein	Experimental	PMID20584335
miRNA-gene	hsa-mir-126	SLC45A3	Experimental	PMID20584335
miRNA-gene	hsa-mir-126	VCAM1	Experimental	PMID20584335
miRNA-gene	hsa-mir-126	VCAM-1	Experimental	PMID20584335
miRNA-gene	hsa-mir-127	BCL6	Experimental	PMID20584335
miRNA-gene	hsa-mir-127	Peg11	Experimental	PMID20584335
miRNA-gene	hsa-mir-127	Rtl1	Experimental	PMID20584335
miRNA-gene	hsa-mir-129	CAMTA1	Experimental	PMID20584335
miRNA-gene	hsa-mir-129	EIF2C3	Experimental	PMID20584335
miRNA-gene	hsa-mir-129	Notch1	Experimental	PMID20584335
miRNA-gene	hsa-mir-130	CSF1	Experimental	PMID20584335
miRNA-gene	hsa-mir-130	MAFB	Experimental	PMID20584335
miRNA-gene	hsa-mir-130	MCSF	Experimental	PMID20584335
miRNA-gene	hsa-mir-130a	GAX	Experimental	PMID20584335
miRNA-gene	hsa-mir-130a	HOXA5	Experimental	PMID20584335
miRNA-gene	hsa-mir-130a	MAFB	Experimental	PMID20584335
miRNA-gene	hsa-mir-130a	MCSF	Experimental	PMID20584335
miRNA-gene	hsa-mir-130a	MEOX2	Experimental	PMID20584335
miRNA-gene	hsa-mir-130a	Tac1	Experimental	PMID20584335
miRNA-gene	hsa-mir-132	PGC	Experimental	PMID20584335
miRNA-gene	hsa-mir-132	RFX4	Experimental	PMID20584335
miRNA-gene	hsa-mir-132	RICS	Experimental	PMID20584335
miRNA-gene	hsa-mir-133	ERG	Experimental	PMID20584335
miRNA-gene	hsa-mir-133	HCN2	Experimental	PMID20584335
miRNA-gene	hsa-mir-133	KCNE1	Experimental	PMID20584335
miRNA-gene	hsa-mir-133	PTBP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-133	SRF	Experimental	PMID20584335
miRNA-gene	hsa-mir-133a	Casp9	Experimental	PMID20584335
miRNA-gene	hsa-mir-133a	HCN2	Experimental	PMID20584335
miRNA-gene	hsa-mir-133a	HERG	Experimental	PMID20584335
miRNA-gene	hsa-mir-133a	KCNQ1	Experimental	PMID20584335
miRNA-gene	hsa-mir-133a	PKM2	Experimental	PMID20584335
miRNA-gene	hsa-mir-133b	nPTB	Experimental	PMID20584335
miRNA-gene	hsa-mir-133b	Pitx3	Experimental	PMID20584335
miRNA-gene	hsa-mir-133b	PKM2	Experimental	PMID20584335
miRNA-gene	hsa-mir-136	Peg11	Experimental	PMID20584335
miRNA-gene	hsa-mir-136	Rtl1	Experimental	PMID20584335
miRNA-gene	hsa-mir-137	CDK6	Experimental	PMID20584335
miRNA-gene	hsa-mir-137	E2F6	Experimental	PMID20584335
miRNA-gene	hsa-mir-137	NCOA2/TIF2	Experimental	PMID20584335
miRNA-gene	hsa-mir-138	TERT	Experimental	PMID20584335
miRNA-gene	hsa-mir-140	HDAC4	Experimental	PMID20584335
miRNA-gene	hsa-mir-140	VEGF	Experimental	PMID20584335
miRNA-gene	hsa-mir-141	CLOCK	Experimental	PMID20584335
miRNA-gene	hsa-mir-141	hmgb1	Experimental	PMID20584335
miRNA-gene	hsa-mir-141	serbp1	Experimental	PMID20584335
miRNA-gene	hsa-mir-141	sfpq	Experimental	PMID20584335
miRNA-gene	hsa-mir-141	TGF beta2	Experimental	PMID20584335
miRNA-gene	hsa-mir-143	ERK5	Experimental	PMID20584335
miRNA-gene	hsa-mir-143	MAPK12	Experimental	PMID20584335
miRNA-gene	hsa-mir-143	MAPK7	Experimental	PMID20584335
miRNA-gene	hsa-mir-145	FLJ21308	Experimental	PMID20584335
miRNA-gene	hsa-mir-145	IRS1	Experimental	PMID20584335
miRNA-gene	hsa-mir-145	IRS-1	Experimental	PMID20584335
miRNA-gene	hsa-mir-147	VEGF	Experimental	PMID20584335
miRNA-gene	hsa-mir-148	DNMT3B	Experimental	PMID20584335
miRNA-gene	hsa-mir-148a	Dnmt3b1	Experimental	PMID20584335
miRNA-gene	hsa-mir-148a	Dnmt3b3	Experimental	PMID20584335
miRNA-gene	hsa-mir-148a	PXR	Experimental	PMID20584335
miRNA-gene	hsa-mir-148b	Dnmt3b1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15	BCL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15	DMTF1	Experimental	PMID20584335
miRNA-gene	hsa-mir-150	MYB	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	AGTR1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	AMIGO2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ANKFY1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ARFIP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ARFIP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ARID2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ARL10	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ARL5B	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	AT1R	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ATG3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	ATP6V1C1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	BACH1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	BACH-1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	BET1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	BRPF3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CBFB	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CDK5RAP3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CEBPB	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CHAF1A	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CLDN1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CTNNB1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CUL4B	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	CYP51A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	DHX40	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	DNAJB1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	DNAJC19	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	DPP7	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	DSG2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	F2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	FADS1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	FADS3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	FMNL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	GNA13	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	HSD17B12	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	HSDL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	KIAA0776	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	LDOC1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	LPL	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	LY6K	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	LYCAT	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MATR3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MET	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	METTL7A	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MLSTD2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MOSC1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MOSPD2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MPZL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MSI2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MYO10	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	MYO1E	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	NARS	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	NT5E	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PDE3A	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PDLIM5	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PHC2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PICALM	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PKN2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PLXND1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PODXL	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	POLE3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	POLE4	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PPL	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PPP5C	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PRAF2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PRKCI	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	PTPRJ	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RAB23	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RAB27B	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RAB34	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RAB5C	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RAB6A	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RAI14	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RCN2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RCOR1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	RHEB	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SCAMP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SDCBP	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SH3BP4	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SLC30A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SMAD1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SNAP29	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SYNE2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	SYPL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TACSTD2	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TBCA	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TM6SF1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TNFRSF10A	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TP53INP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TRAM1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TRIM32	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TRIP13	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TXNDC12	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	TXNRD1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	UBE2J1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	VAMP3	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	WDFY1	Experimental	PMID20584335
miRNA-gene	hsa-mir-155	WDR68	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	Actr1A	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	ASXL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	BCL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	C10orf104	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	C14orf109	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	CARD8	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	CDC14B	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	CENPJ	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	Cep63	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	CREBL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	DMTF1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	ECHDC1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	FLJ10287	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	FLJ13955	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	FLJ20534	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	FLJ21820	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	FLJ33167	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	GOLGA5	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	GOLPH3L	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	GTF2H1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	H3F3B	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HACE1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HDHD2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HERC6	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HLC-8	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HRSP12	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HSDL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	HSPA1A	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	IGSF4	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	JUN	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	KIAA1935	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	LOC159091	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	LOC339804	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	LOC388650	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	MCL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	MSH2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	NT5C2L1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	OMA1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	OSGEPL1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	PDCD4	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	PDCD6IP	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	PHKB	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	PMS1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	PNN	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	PRIM1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	RAB21	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	Rab9B	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	RAD51C	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	RHOT1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	RNASEL	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	SCAP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	SLC35A1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	SLC35B3	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	TIA1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	Tpi1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	TRA1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	UGDH	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	UGP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	VEGF	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	VPS45A	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	WASPIP	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	Wt1	Experimental	PMID20584335
miRNA-gene	hsa-mir-15a	ZNF559	Experimental	PMID20584335
miRNA-gene	hsa-mir-15b	BCL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-15b	Bcl-2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ABCF2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ABHD10	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ACP2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	Actr1A	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ADSS	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ARHGDIA	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ARL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ASXL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ATG9A	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	BCL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	Bcl-2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	C10orf104	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	C14orf109	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CA12	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CACNA2D1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CARD8	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CCND1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CDC14B	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CDK5RAP1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CENPJ	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	Cep63	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	Cfl2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CGI-38	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CHORDC1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	CREBL2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	Crhbp	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	Cshl1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	DNAJB4	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	ECHDC1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	EGFR	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	EIF4E	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	F2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FGF2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FLJ10287	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FLJ13955	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FLJ20534	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FLJ21820	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FLJ33167	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	FNDC3B	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GALNT7	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GFM1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GFPT1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GNL3L	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GOLGA5	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GOLPH3L	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GPAM	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GSTM4	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	GTF2H1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	H3F3B	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	HACE1	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	HARS	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	HARS2	Experimental	PMID20584335
miRNA-gene	hsa-mir-16	HBXIP	Experimental	PMID20584335
