category	FROM	TO	evidence	source
TF-gene	HNF4A	RPS6KA6	Experimental	PMID20584335
TF-gene	HNF4A	PAK7	Experimental	PMID20584335
TF-gene	HNF4A	ABCG5	Experimental	PMID20584335
TF-gene	HNF4A	ABCG8	Experimental	PMID20584335
TF-gene	HNF4G	BGLAP	Experimental	PMID20584335
TF-gene	HNF4G	AKR1C4	Experimental	PMID20584335
TF-gene	ONECUT1	HNF4A	Experimental	PMID20584335
TF-gene	HNRNPA1	EIF2AK2	Experimental	PMID20584335
TF-gene	HNRNPK	EIF4E	Experimental	PMID20584335
TF-gene	HNRNPK	MYC	Experimental	PMID20584335
TF-gene	HNRNPK	SRC	Experimental	PMID20584335
TF-gene	HOXA5	PGR	Experimental	PMID20584335
TF-gene	HOXA5	PTN	Experimental	PMID20584335
TF-gene	HOXA5	SLC6A2	Experimental	PMID20584335
TF-gene	HOXA9	SELE	Experimental	PMID20584335
TF-gene	HOXA10	CDKN1A	Experimental	PMID20584335
TF-gene	HOXA10	CYBB	Experimental	PMID20584335
TF-gene	HOXA10	EMX2	Experimental	PMID20584335
TF-gene	HOXA10	ITGB3	Experimental	PMID20584335
TF-gene	HOXA10	MAFB	Experimental	PMID20584335
TF-gene	HOXB1	COL5A2	Experimental	PMID20584335
TF-gene	HOXB7	FGF2	Experimental	PMID20584335
TF-gene	HOXD9	HOXD9	Experimental	PMID20584335
TF-gene	HOXD10	HOXD9	Experimental	PMID20584335
TF-gene	HES1	ASCL1	Experimental	PMID20584335
TF-gene	HES1	GAA	Experimental	PMID20584335
TF-gene	HES1	PTGDS	Experimental	PMID20584335
TF-gene	HES1	REST	Experimental	PMID20584335
TF-gene	HSF1	HSPA4	Experimental	PMID20584335
TF-gene	HSF1	ABCB1	Experimental	PMID20584335
TF-gene	HSF2	HSPA4	Experimental	PMID20584335
TF-gene	HSF2	TNFSF11	Experimental	PMID20584335
TF-gene	FOXN2	IL2	Experimental	PMID20584335
TF-gene	IRF8	CD68	Experimental	PMID20584335
TF-gene	IRF8	CYBB	Experimental	PMID20584335
TF-gene	IRF8	ISG15	Experimental	PMID20584335
TF-gene	IGFBP1	IFNB1	Experimental	PMID20584335
TF-gene	RBPJ	BCL3	Experimental	PMID20584335
TF-gene	RBPJ	CRP	Experimental	PMID20584335
TF-gene	RBPJ	IFNB1	Experimental	PMID20584335
TF-gene	RBPJ	IL6	Experimental	PMID20584335
TF-gene	RBPJ	NFKB1	Experimental	PMID20584335
TF-gene	RBPJ	NFKBIA	Experimental	PMID20584335
TF-gene	IL1B	HTATIP2	Experimental	PMID20584335
TF-gene	IL6	HSPA4	Experimental	PMID20584335
TF-gene	IL6	HTATIP2	Experimental	PMID20584335
TF-gene	IL10	TIMP1	Experimental	PMID20584335
TF-gene	IL12A	IL2	Experimental	PMID20584335
TF-gene	IL12B	IL2	Experimental	PMID20584335
TF-gene	IL16	TNFAIP6	Experimental	PMID20584335
TF-gene	FOXK2	IL2	Experimental	PMID20584335
TF-gene	ING1	AFP	Experimental	PMID20584335
TF-gene	INSM1	INSM1	Experimental	PMID20584335
TF-gene	PDX1	INS	Experimental	PMID20584335
TF-gene	IRF1	FASLG	Experimental	PMID20584335
TF-gene	IRF1	BGLAP	Experimental	PMID20584335
TF-gene	IRF1	CASP8	Experimental	PMID20584335
TF-gene	IRF1	COL1A2	Experimental	PMID20584335
TF-gene	IRF1	CTSS	Experimental	PMID20584335
TF-gene	IRF1	CYBB	Experimental	PMID20584335
TF-gene	IRF1	NR3C1	Experimental	PMID20584335
TF-gene	IRF1	HLA-G	Experimental	PMID20584335
TF-gene	IRF1	IFIT2	Experimental	PMID20584335
TF-gene	IRF1	IFNA1	Experimental	PMID20584335
TF-gene	IRF1	IFNB1	Experimental	PMID20584335
TF-gene	IRF1	IL10	Experimental	PMID20584335
TF-gene	IRF1	IDO1	Experimental	PMID20584335
TF-gene	IRF1	ISG20	Experimental	PMID20584335
TF-gene	IRF1	CIITA	Experimental	PMID20584335
TF-gene	IRF1	PSMB9	Experimental	PMID20584335
TF-gene	IRF1	CCL5	Experimental	PMID20584335
TF-gene	IRF1	CCL19	Experimental	PMID20584335
TF-gene	IRF1	SLPI	Experimental	PMID20584335
TF-gene	IRF1	TAP1	Experimental	PMID20584335
TF-gene	IRF1	TLR3	Experimental	PMID20584335
TF-gene	IRF1	VCAM1	Experimental	PMID20584335
TF-gene	IRF1	IFITM1	Experimental	PMID20584335
TF-gene	IRF1	PIAS1	Experimental	PMID20584335
TF-gene	IRF1	ISG15	Experimental	PMID20584335
TF-gene	IRF1	IL18BP	Experimental	PMID20584335
TF-gene	IRF1	NOD1	Experimental	PMID20584335
TF-gene	IRF2	FASLG	Experimental	PMID20584335
TF-gene	IRF2	COL1A2	Experimental	PMID20584335
TF-gene	IRF2	CTSS	Experimental	PMID20584335
TF-gene	IRF2	CYBB	Experimental	PMID20584335
TF-gene	IRF2	NR3C1	Experimental	PMID20584335
TF-gene	IRF2	IFNB1	Experimental	PMID20584335
TF-gene	IRF2	IL10	Experimental	PMID20584335
TF-gene	IRF2	CIITA	Experimental	PMID20584335
TF-gene	IRF2	TLR3	Experimental	PMID20584335
TF-gene	IRF3	IFNA1	Experimental	PMID20584335
TF-gene	IRF3	IFNB1	Experimental	PMID20584335
TF-gene	IRF3	IRF7	Experimental	PMID20584335
TF-gene	IRF3	CCL5	Experimental	PMID20584335
TF-gene	IRF3	CCL19	Experimental	PMID20584335
TF-gene	IRF3	ISG15	Experimental	PMID20584335
TF-gene	IRF4	CD68	Experimental	PMID20584335
TF-gene	IRF4	CYBB	Experimental	PMID20584335
TF-gene	IRF4	IL4	Experimental	PMID20584335
TF-gene	IRF4	IRF4	Experimental	PMID20584335
TF-gene	IRF4	ISG15	Experimental	PMID20584335
TF-gene	IRF5	IFNA1	Experimental	PMID20584335
TF-gene	IRF5	IFNA14	Experimental	PMID20584335
TF-gene	IRF5	CCL19	Experimental	PMID20584335
TF-gene	IRF7	IFNA1	Experimental	PMID20584335
TF-gene	IRF7	IFNA14	Experimental	PMID20584335
TF-gene	IRF7	IFNB1	Experimental	PMID20584335
TF-gene	IRF7	IRF7	Experimental	PMID20584335
TF-gene	IRF7	CCL5	Experimental	PMID20584335
TF-gene	IRF7	CCL19	Experimental	PMID20584335
TF-gene	IRF7	ISG15	Experimental	PMID20584335
TF-gene	JUN	NAT1	Experimental	PMID20584335
TF-gene	JUN	SERPINA3	Experimental	PMID20584335
TF-gene	JUN	ALDOA	Experimental	PMID20584335
TF-gene	JUN	APOH	Experimental	PMID20584335
TF-gene	JUN	APP	Experimental	PMID20584335
TF-gene	JUN	ATF3	Experimental	PMID20584335
TF-gene	JUN	CCND1	Experimental	PMID20584335
TF-gene	JUN	BCL2A1	Experimental	PMID20584335
TF-gene	JUN	BDKRB1	Experimental	PMID20584335
TF-gene	JUN	BRCA1	Experimental	PMID20584335
TF-gene	JUN	C3AR1	Experimental	PMID20584335
TF-gene	JUN	CAPNS1	Experimental	PMID20584335
TF-gene	JUN	COL1A1	Experimental	PMID20584335
TF-gene	JUN	CSF2	Experimental	PMID20584335
TF-gene	JUN	CSH1	Experimental	PMID20584335
TF-gene	JUN	CYP3A4	Experimental	PMID20584335
TF-gene	JUN	DBH	Experimental	PMID20584335
TF-gene	JUN	ACE	Experimental	PMID20584335
TF-gene	JUN	EDN1	Experimental	PMID20584335
TF-gene	JUN	ELN	Experimental	PMID20584335
TF-gene	JUN	F3	Experimental	PMID20584335
TF-gene	JUN	FGF2	Experimental	PMID20584335
TF-gene	JUN	FLG	Experimental	PMID20584335
TF-gene	JUN	FN1	Experimental	PMID20584335
TF-gene	JUN	FOS	Experimental	PMID20584335
TF-gene	JUN	GBA	Experimental	PMID20584335
TF-gene	JUN	GFAP	Experimental	PMID20584335
TF-gene	JUN	GJA1	Experimental	PMID20584335
TF-gene	JUN	GCLC	Experimental	PMID20584335
TF-gene	JUN	GNRHR	Experimental	PMID20584335
TF-gene	JUN	GSS	Experimental	PMID20584335
TF-gene	JUN	GSTP1	Experimental	PMID20584335
TF-gene	JUN	HMBS	Experimental	PMID20584335
TF-gene	JUN	HMGA1	Experimental	PMID20584335
TF-gene	JUN	HOXD13	Experimental	PMID20584335
TF-gene	JUN	IFNB1	Experimental	PMID20584335
TF-gene	JUN	IFNG	Experimental	PMID20584335
TF-gene	JUN	IL2	Experimental	PMID20584335
TF-gene	JUN	IL3	Experimental	PMID20584335
TF-gene	JUN	IL5	Experimental	PMID20584335
TF-gene	JUN	IL8	Experimental	PMID20584335
TF-gene	JUN	ITGAX	Experimental	PMID20584335
TF-gene	JUN	IVL	Experimental	PMID20584335
TF-gene	JUN	JUN	Experimental	PMID20584335
TF-gene	JUN	CD82	Experimental	PMID20584335
TF-gene	JUN	KRT16	Experimental	PMID20584335
TF-gene	JUN	LOR	Experimental	PMID20584335
TF-gene	JUN	SMAD7	Experimental	PMID20584335
TF-gene	JUN	MAT2A	Experimental	PMID20584335
TF-gene	JUN	MMP1	Experimental	PMID20584335
TF-gene	JUN	MMP2	Experimental	PMID20584335
TF-gene	JUN	MMP3	Experimental	PMID20584335
TF-gene	JUN	MMP9	Experimental	PMID20584335
TF-gene	JUN	MMP12	Experimental	PMID20584335
TF-gene	JUN	MSH2	Experimental	PMID20584335
TF-gene	JUN	MT2A	Experimental	PMID20584335
TF-gene	JUN	MYC	Experimental	PMID20584335
TF-gene	JUN	NOS2	Experimental	PMID20584335
TF-gene	JUN	NPY	Experimental	PMID20584335
TF-gene	JUN	NPPA	Experimental	PMID20584335
TF-gene	JUN	OXTR	Experimental	PMID20584335
TF-gene	JUN	SERPINB2	Experimental	PMID20584335
TF-gene	JUN	PGR	Experimental	PMID20584335
TF-gene	JUN	PLAU	Experimental	PMID20584335
TF-gene	JUN	RENBP	Experimental	PMID20584335
TF-gene	JUN	CCL2	Experimental	PMID20584335
TF-gene	JUN	CCL4	Experimental	PMID20584335
TF-gene	JUN	CCL5	Experimental	PMID20584335
TF-gene	JUN	SELE	Experimental	PMID20584335
TF-gene	JUN	SLC3A2	Experimental	PMID20584335
TF-gene	JUN	SP3	Experimental	PMID20584335
TF-gene	JUN	SPRR1A	Experimental	PMID20584335
TF-gene	JUN	SPRR1B	Experimental	PMID20584335
TF-gene	JUN	SPRR2A	Experimental	PMID20584335
TF-gene	JUN	SPRR3	Experimental	PMID20584335
TF-gene	JUN	STAT4	Experimental	PMID20584335
TF-gene	JUN	TBXAS1	Experimental	PMID20584335
TF-gene	JUN	TERT	Experimental	PMID20584335
TF-gene	JUN	TFF1	Experimental	PMID20584335
TF-gene	JUN	TGFB1	Experimental	PMID20584335
TF-gene	JUN	TGM1	Experimental	PMID20584335
TF-gene	JUN	TH	Experimental	PMID20584335
TF-gene	JUN	TIMP1	Experimental	PMID20584335
TF-gene	JUN	TNF	Experimental	PMID20584335
TF-gene	JUN	TNFAIP6	Experimental	PMID20584335
TF-gene	JUN	TP53	Experimental	PMID20584335
TF-gene	JUN	TSHB	Experimental	PMID20584335
TF-gene	JUN	VEGFA	Experimental	PMID20584335
TF-gene	JUN	VIP	Experimental	PMID20584335
TF-gene	JUN	TNFRSF10A	Experimental	PMID20584335
TF-gene	JUN	TXNIP	Experimental	PMID20584335
TF-gene	JUN	CD226	Experimental	PMID20584335
TF-gene	JUN	A4GALT	Experimental	PMID20584335
TF-gene	JUN	MIER1	Experimental	PMID20584335
TF-gene	JUN	NOXO1	Experimental	PMID20584335
TF-gene	JUNB	HOXD13	Experimental	PMID20584335
TF-gene	JUNB	IL2	Experimental	PMID20584335
TF-gene	JUNB	IL5	Experimental	PMID20584335
TF-gene	JUNB	IVL	Experimental	PMID20584335
TF-gene	JUNB	PLAU	Experimental	PMID20584335
TF-gene	JUNB	SPRR1A	Experimental	PMID20584335
TF-gene	JUNB	SPRR1B	Experimental	PMID20584335
TF-gene	JUNB	TGM1	Experimental	PMID20584335
TF-gene	JUNB	FOSL1	Experimental	PMID20584335
TF-gene	JUNB	TNFRSF10A	Experimental	PMID20584335
TF-gene	JUND	CCND1	Experimental	PMID20584335
TF-gene	JUND	CSH1	Experimental	PMID20584335
TF-gene	JUND	NQO1	Experimental	PMID20584335
TF-gene	JUND	ERBB2	Experimental	PMID20584335
TF-gene	JUND	FLG	Experimental	PMID20584335
TF-gene	JUND	GCLC	Experimental	PMID20584335
TF-gene	JUND	GCLM	Experimental	PMID20584335
TF-gene	JUND	HOXD13	Experimental	PMID20584335
TF-gene	JUND	IL5	Experimental	PMID20584335
TF-gene	JUND	IL6	Experimental	PMID20584335
TF-gene	JUND	IVL	Experimental	PMID20584335
TF-gene	JUND	NQO2	Experimental	PMID20584335
TF-gene	JUND	PLAU	Experimental	PMID20584335
TF-gene	JUND	SPRR1B	Experimental	PMID20584335
TF-gene	JUND	TERT	Experimental	PMID20584335
TF-gene	JUND	TGM1	Experimental	PMID20584335
TF-gene	JUND	FOSL1	Experimental	PMID20584335
TF-gene	JUND	TNFRSF10A	Experimental	PMID20584335
TF-gene	LMO2	KIT	Experimental	PMID20584335
TF-gene	LMX1B	COL4A4	Experimental	PMID20584335
TF-gene	LMX1B	NPHS2	Experimental	PMID20584335
TF-gene	LYL1	ID1	Experimental	PMID20584335
TF-gene	SMAD1	ZFP36	Experimental	PMID20584335
TF-gene	SMAD2	TGFB2	Experimental	PMID20584335
TF-gene	SMAD2	FBLN5	Experimental	PMID20584335
TF-gene	SMAD3	APP	Experimental	PMID20584335
TF-gene	SMAD3	COL1A2	Experimental	PMID20584335
TF-gene	SMAD3	COL7A1	Experimental	PMID20584335
TF-gene	SMAD3	ELN	Experimental	PMID20584335
TF-gene	SMAD3	ENG	Experimental	PMID20584335
TF-gene	SMAD3	JUN	Experimental	PMID20584335
TF-gene	SMAD3	SMAD7	Experimental	PMID20584335
TF-gene	SMAD3	MMP1	Experimental	PMID20584335
TF-gene	SMAD3	SERPINE1	Experimental	PMID20584335
TF-gene	SMAD3	PTHLH	Experimental	PMID20584335
TF-gene	SMAD3	TERT	Experimental	PMID20584335
TF-gene	SMAD3	TGFB2	Experimental	PMID20584335
TF-gene	SMAD3	VEGFA	Experimental	PMID20584335
TF-gene	SMAD3	FBLN5	Experimental	PMID20584335
TF-gene	SMAD4	APP	Experimental	PMID20584335
TF-gene	SMAD4	COL1A2	Experimental	PMID20584335
TF-gene	SMAD4	ELN	Experimental	PMID20584335
TF-gene	SMAD4	ENG	Experimental	PMID20584335
TF-gene	SMAD4	JUN	Experimental	PMID20584335
TF-gene	SMAD4	SMAD7	Experimental	PMID20584335
TF-gene	SMAD4	MMP1	Experimental	PMID20584335
TF-gene	SMAD4	SERPINE1	Experimental	PMID20584335
TF-gene	SMAD4	SERPINB5	Experimental	PMID20584335
TF-gene	SMAD4	PTHLH	Experimental	PMID20584335
TF-gene	SMAD4	TGFB2	Experimental	PMID20584335
TF-gene	SMAD4	VEGFA	Experimental	PMID20584335
TF-gene	MAF	GNAI2	Experimental	PMID20584335
TF-gene	MAFG	APOH	Experimental	PMID20584335
TF-gene	MAFG	GCLC	Experimental	PMID20584335
TF-gene	MAFG	GCLM	Experimental	PMID20584335
TF-gene	MAX	CDC25A	Experimental	PMID20584335
TF-gene	MAX	YBX1	Experimental	PMID20584335
TF-gene	MAX	TERT	Experimental	PMID20584335
TF-gene	MAZ	MAZ	Experimental	PMID20584335
TF-gene	MAZ	MYC	Experimental	PMID20584335
TF-gene	MAZ	PLCL1	Experimental	PMID20584335
TF-gene	MAZ	PTH1R	Experimental	PMID20584335
TF-gene	MBD1	MAGEA1	Experimental	PMID20584335
TF-gene	MBD1	MAGEA3	Experimental	PMID20584335
TF-gene	MBD1	MAGEA12	Experimental	PMID20584335
TF-gene	MBD1	MAGEA2B	Experimental	PMID20584335
TF-gene	MEF2A	ENO3	Experimental	PMID20584335
TF-gene	MEF2A	MYOG	Experimental	PMID20584335
TF-gene	MEF2C	CPT1B	Experimental	PMID20584335
TF-gene	MEF2C	BCMO1	Experimental	PMID20584335
TF-gene	MEIS1	PF4	Experimental	PMID20584335
TF-gene	MITF	BCL2	Experimental	PMID20584335
TF-gene	MITF	DCT	Experimental	PMID20584335
TF-gene	MITF	MLANA	Experimental	PMID20584335
TF-gene	MITF	MC1R	Experimental	PMID20584335
TF-gene	MITF	MET	Experimental	PMID20584335
TF-gene	MITF	GPR143	Experimental	PMID20584335
TF-gene	MITF	SILV	Experimental	PMID20584335
TF-gene	MITF	TYR	Experimental	PMID20584335
TF-gene	MITF	TYRP1	Experimental	PMID20584335
TF-gene	MITF	BEST1	Experimental	PMID20584335
TF-gene	MITF	BIRC7	Experimental	PMID20584335
TF-gene	FOXO4	BCL6	Experimental	PMID20584335
TF-gene	FOXO4	IGFBP1	Experimental	PMID20584335
TF-gene	FOXO4	RBL2	Experimental	PMID20584335
TF-gene	MNT	TERT	Experimental	PMID20584335
TF-gene	MTF1	GCLC	Experimental	PMID20584335
TF-gene	MTF1	HSPA4	Experimental	PMID20584335
TF-gene	MTF1	MT2A	Experimental	PMID20584335
TF-gene	MYB	ADA	Experimental	PMID20584335
TF-gene	MYB	CDK1	Experimental	PMID20584335
TF-gene	MYB	NR3C1	Experimental	PMID20584335
TF-gene	MYB	GSTP1	Experimental	PMID20584335
TF-gene	MYB	KIT	Experimental	PMID20584335
TF-gene	MYB	MYB	Experimental	PMID20584335
TF-gene	MYB	SRSF2	Experimental	PMID20584335
TF-gene	MYB	SP3	Experimental	PMID20584335
TF-gene	MYB	TRHR	Experimental	PMID20584335
TF-gene	MYC	CDC25A	Experimental	PMID20584335
TF-gene	MYC	CDK4	Experimental	PMID20584335
TF-gene	MYC	EIF4E	Experimental	PMID20584335
TF-gene	MYC	ERBB2	Experimental	PMID20584335
TF-gene	MYC	GJA1	Experimental	PMID20584335
TF-gene	MYC	MYC	Experimental	PMID20584335
TF-gene	MYC	YBX1	Experimental	PMID20584335
TF-gene	MYC	TERT	Experimental	PMID20584335
TF-gene	MYC	CXCR4	Experimental	PMID20584335
TF-gene	MYC	DDX18	Experimental	PMID20584335
TF-gene	MYC	SLC25A21	Experimental	PMID20584335
TF-gene	MYC	MIR17	Experimental	PMID20584335
TF-gene	MYC	MUC5B	Experimental	PMID20584335
TF-gene	MYCN	MDM2	Experimental	PMID20584335
TF-gene	MYCN	PTK2	Experimental	PMID20584335
TF-gene	MYCN	MUC5B	Experimental	PMID20584335
TF-gene	MYF5	MLC1	Experimental	PMID20584335
TF-gene	MYF6	MLC1	Experimental	PMID20584335
TF-gene	MYOD1	AKT2	Experimental	PMID20584335
TF-gene	MYOD1	FOS	Experimental	PMID20584335
TF-gene	MYOD1	SSFA2	Experimental	PMID20584335
TF-gene	MYOD1	MLC1	Experimental	PMID20584335
TF-gene	MYOD1	SOST	Experimental	PMID20584335
TF-gene	MYOG	MLC1	Experimental	PMID20584335
TF-gene	NF1	ALOX15	Experimental	PMID20584335
TF-gene	NF1	APOB	Experimental	PMID20584335
TF-gene	NF1	FN1	Experimental	PMID20584335
TF-gene	NF1	GFAP	Experimental	PMID20584335
TF-gene	NF1	GNRH1	Experimental	PMID20584335
TF-gene	NF1	STMN1	Experimental	PMID20584335
TF-gene	NF1	TFAP2A	Experimental	PMID20584335
TF-gene	NF1	TP53	Experimental	PMID20584335
TF-gene	NF1	PCDHGB4	Experimental	PMID20584335
TF-gene	NFATC1	FASLG	Experimental	PMID20584335
TF-gene	NFATC1	CSF2	Experimental	PMID20584335
TF-gene	NFATC1	EGR3	Experimental	PMID20584335
TF-gene	NFATC1	FCER2	Experimental	PMID20584335
TF-gene	NFATC1	IFNG	Experimental	PMID20584335
TF-gene	NFATC1	IL2	Experimental	PMID20584335
TF-gene	NFATC1	IL3	Experimental	PMID20584335
TF-gene	NFATC1	IL4	Experimental	PMID20584335
TF-gene	NFATC1	ITGB3	Experimental	PMID20584335
TF-gene	NFATC2	CSF2	Experimental	PMID20584335
TF-gene	NFATC2	EGR3	Experimental	PMID20584335
TF-gene	NFATC2	FCER2	Experimental	PMID20584335
TF-gene	NFATC2	ICAM1	Experimental	PMID20584335
TF-gene	NFATC2	IL2	Experimental	PMID20584335
TF-gene	NFATC2	IL4	Experimental	PMID20584335
TF-gene	NFATC2	IRF4	Experimental	PMID20584335
TF-gene	NFATC2	ITGB3	Experimental	PMID20584335
TF-gene	NFATC2	TNF	Experimental	PMID20584335
TF-gene	NFIA	MIR223	Experimental	PMID20584335
TF-gene	NFATC3	CXCR5	Experimental	PMID20584335
TF-gene	NFATC3	NPPB	Experimental	PMID20584335
TF-gene	NFATC4	PPARG	Experimental	PMID20584335
TF-gene	NFE2	APOH	Experimental	PMID20584335
TF-gene	NFE2	HMBS	Experimental	PMID20584335
TF-gene	NFE2L1	NQO1	Experimental	PMID20584335
TF-gene	NFE2L1	GCLM	Experimental	PMID20584335
TF-gene	NFE2L1	GSS	Experimental	PMID20584335
TF-gene	NFE2L2	ADSL	Experimental	PMID20584335
TF-gene	NFE2L2	APOH	Experimental	PMID20584335
TF-gene	NFE2L2	NQO1	Experimental	PMID20584335
TF-gene	NFE2L2	GCLC	Experimental	PMID20584335
TF-gene	NFE2L2	GCLM	Experimental	PMID20584335
TF-gene	NFE2L2	GNAI2	Experimental	PMID20584335
TF-gene	NFE2L2	GSS	Experimental	PMID20584335
TF-gene	NFE2L2	GSTP1	Experimental	PMID20584335
TF-gene	NFE2L2	KRT16	Experimental	PMID20584335
TF-gene	NFE2L2	NQO2	Experimental	PMID20584335
TF-gene	NFE2L2	S100A6	Experimental	PMID20584335
TF-gene	NFIC	SLC25A5	Experimental	PMID20584335
TF-gene	NFIC	APOH	Experimental	PMID20584335
TF-gene	NFIC	C4A	Experimental	PMID20584335
TF-gene	NFIC	CBS	Experimental	PMID20584335
TF-gene	NFIC	CDKN1A	Experimental	PMID20584335
TF-gene	NFIC	COL1A1	Experimental	PMID20584335
TF-gene	NFIC	CTLA4	Experimental	PMID20584335
TF-gene	NFIC	CYB5A	Experimental	PMID20584335
TF-gene	NFIC	CYP3A7	Experimental	PMID20584335
TF-gene	NFIC	CYP3A4	Experimental	PMID20584335
TF-gene	NFIC	CYP17A1	Experimental	PMID20584335
TF-gene	NFIC	FABP7	Experimental	PMID20584335
TF-gene	NFIC	HMGB1	Experimental	PMID20584335
TF-gene	NFIC	HSPA4	Experimental	PMID20584335
TF-gene	NFIC	ID1	Experimental	PMID20584335
TF-gene	NFIC	JUN	Experimental	PMID20584335
TF-gene	NFIC	SCGB2A1	Experimental	PMID20584335
TF-gene	NFIC	NPY	Experimental	PMID20584335
TF-gene	NFIC	SERPINE1	Experimental	PMID20584335
TF-gene	NFIC	PIGR	Experimental	PMID20584335
TF-gene	NFIC	SP3	Experimental	PMID20584335
TF-gene	NFIC	SSFA2	Experimental	PMID20584335
TF-gene	NFIC	TF	Experimental	PMID20584335
TF-gene	NFIC	LHX3	Experimental	PMID20584335
TF-gene	NFKB1	FAS	Experimental	PMID20584335
TF-gene	NFKB1	CCND1	Experimental	PMID20584335
TF-gene	NFKB1	COL1A2	Experimental	PMID20584335
TF-gene	NFKB1	CSNK1A1	Experimental	PMID20584335
TF-gene	NFKB1	F3	Experimental	PMID20584335
TF-gene	NFKB1	F8	Experimental	PMID20584335
TF-gene	NFKB1	GCLC	Experimental	PMID20584335
TF-gene	NFKB1	GNAI2	Experimental	PMID20584335
TF-gene	NFKB1	NR3C1	Experimental	PMID20584335
TF-gene	NFKB1	CXCL1	Experimental	PMID20584335
TF-gene	NFKB1	CXCL2	Experimental	PMID20584335
TF-gene	NFKB1	CXCL3	Experimental	PMID20584335
TF-gene	NFKB1	ICAM1	Experimental	PMID20584335
TF-gene	NFKB1	IFNB1	Experimental	PMID20584335
TF-gene	NFKB1	IFNG	Experimental	PMID20584335
TF-gene	NFKB1	IL2	Experimental	PMID20584335
TF-gene	NFKB1	IL2RA	Experimental	PMID20584335
TF-gene	NFKB1	IL6	Experimental	PMID20584335
TF-gene	NFKB1	IL8	Experimental	PMID20584335
TF-gene	NFKB1	LTA	Experimental	PMID20584335
TF-gene	NFKB1	GADD45B	Experimental	PMID20584335
TF-gene	NFKB1	NFKB1	Experimental	PMID20584335
TF-gene	NFKB1	NOS2	Experimental	PMID20584335
TF-gene	NFKB1	PTK2	Experimental	PMID20584335
TF-gene	NFKB1	SAA@	Experimental	PMID20584335
TF-gene	NFKB1	CCL2	Experimental	PMID20584335
TF-gene	NFKB1	CCL5	Experimental	PMID20584335
TF-gene	NFKB1	SELE	Experimental	PMID20584335
TF-gene	NFKB1	SPP1	Experimental	PMID20584335
TF-gene	NFKB1	TACR1	Experimental	PMID20584335
TF-gene	NFKB1	TNF	Experimental	PMID20584335
TF-gene	NFKB1	TP53	Experimental	PMID20584335
TF-gene	NFKB1	CXCR4	Experimental	PMID20584335
TF-gene	NFKB1	MIR146A	Experimental	PMID20584335
TF-gene	NFKB2	IFNB1	Experimental	PMID20584335
TF-gene	NFKB2	NFKB2	Experimental	PMID20584335
TF-gene	NFKB2	CCL19	Experimental	PMID20584335
TF-gene	NFYA	APOH	Experimental	PMID20584335
TF-gene	NFYA	CBS	Experimental	PMID20584335
TF-gene	NFYA	CCNA2	Experimental	PMID20584335
TF-gene	NFYA	CDK1	Experimental	PMID20584335
TF-gene	NFYA	CTSL1	Experimental	PMID20584335
TF-gene	NFYA	CYP1A1	Experimental	PMID20584335
TF-gene	NFYA	GADD45A	Experimental	PMID20584335
TF-gene	NFYA	E2F1	Experimental	PMID20584335
TF-gene	NFYA	EPHX1	Experimental	PMID20584335
TF-gene	NFYA	FPGS	Experimental	PMID20584335
TF-gene	NFYA	MYBL1	Experimental	PMID20584335
TF-gene	NFYA	ABCB1	Experimental	PMID20584335
TF-gene	NFYA	PROS1	Experimental	PMID20584335
TF-gene	NFYA	SOX3	Experimental	PMID20584335
TF-gene	NFYA	TGFBR2	Experimental	PMID20584335
TF-gene	NFYA	TOP2B	Experimental	PMID20584335
TF-gene	NFYA	DEK	Experimental	PMID20584335
TF-gene	NFYA	ZNF267	Experimental	PMID20584335
TF-gene	NFYA	TXNIP	Experimental	PMID20584335
TF-gene	NFYA	PNRC1	Experimental	PMID20584335
TF-gene	NFYA	COL5A3	Experimental	PMID20584335
TF-gene	NFYA	PADI3	Experimental	PMID20584335
TF-gene	NFYB	ATP1A3	Experimental	PMID20584335
TF-gene	NFYB	CBS	Experimental	PMID20584335
TF-gene	NFYB	CDK1	Experimental	PMID20584335
TF-gene	NFYB	CDKN1B	Experimental	PMID20584335
TF-gene	NFYB	CTSL1	Experimental	PMID20584335
TF-gene	NFYB	EPHX1	Experimental	PMID20584335
TF-gene	NFYB	FCGR2A	Experimental	PMID20584335
TF-gene	NFYB	FPGS	Experimental	PMID20584335
TF-gene	NFYB	GPC3	Experimental	PMID20584335
TF-gene	NFYB	SCGB2A1	Experimental	PMID20584335
TF-gene	NFYB	ATXN3	Experimental	PMID20584335
TF-gene	NFYB	MYBL1	Experimental	PMID20584335
TF-gene	NFYB	ABCB1	Experimental	PMID20584335
TF-gene	NFYB	SP3	Experimental	PMID20584335
TF-gene	NFYB	TGFBR2	Experimental	PMID20584335
TF-gene	NFYB	EDF1	Experimental	PMID20584335
TF-gene	NFYB	PNRC1	Experimental	PMID20584335
TF-gene	NFYB	COL5A3	Experimental	PMID20584335
TF-gene	NFYC	PNRC1	Experimental	PMID20584335
TF-gene	NFYC	COL5A3	Experimental	PMID20584335
TF-gene	NKX3-1	GDEP	Experimental	PMID20584335
TF-gene	NME2	MYC	Experimental	PMID20584335
TF-gene	NONO	SLC25A3	Experimental	PMID20584335
TF-gene	NRF1	APOH	Experimental	PMID20584335
TF-gene	NRF1	CAPNS1	Experimental	PMID20584335
TF-gene	NRF1	CD47	Experimental	PMID20584335
