gene	specific tissue
KRTAP21-2	Testis
HBBP1	Whole Blood
RP11-79C6.3	Testis
RP11-79C6.1	Pituitary
RP11-60C6.5	Testis
RP11-60C6.6	Testis
RP4-747G18.5	Small Intestine - Terminal Ileum
SPATA8-AS1	Testis
SARS2	Testis
GLYATL1P1	Prostate
RP11-447B18.1	Testis
RP11-459K23.2	Testis
GUSBP6	Testis
RP11-68L1.2	Testis
RP11-321E2.4	Whole Blood
RP11-321E2.5	Whole Blood
AC107622.1	Testis
RP11-450K4.1	Testis
XX-CR54.1	Testis
KRTAP17-1	Cells - EBV-transformed lymphocytes
OR2C3	Testis
OR2C1	Testis
RPS15AP18	Brain - Cerebellum
MRGPRG	Testis
REG1P	Pancreas
AC010243.1	Cells - EBV-transformed lymphocytes
CTB-3M24.3	Testis
RP11-346M5.6	Bladder
OTX2-AS1	Brain - Substantia nigra
RP11-181D18.4	Brain - Cerebellum
RP11-351M16.1	Testis
RP11-351M16.3	Testis
RP11-613M5.1	Testis
AC008267.1	Testis
RP11-136B18.2	Testis
RP11-613M10.9	Pancreas
OR5BQ1P	Spleen
HNRNPA3P2	Whole Blood
OR7E105P	Testis
RP11-242P2.2	Testis
RP5-1139I1.1	Testis
RN7SKP77	Testis
RN7SKP75	Nerve - Tibial
ACTBP9	Liver
RP4-673D20.6	Testis
OR9Q2	Testis
GHc-602D8.2	Testis
RP11-434D2.8	Testis
RP11-407P2.1	Testis
AC005019.3	Testis
RNU6-1207P	Testis
DPPA2	Testis
DPPA3	Testis
DPPA5	Testis
LINC00448	Testis
AC012501.2	Testis
LINC00442	Testis
LINC00445	Testis
LINC00444	Testis
RP11-60L3.2	Testis
OR4K12P	Testis
SPATA16	Testis
SPATA19	Testis
TMEM95	Testis
RP11-372H2.1	Testis
ACTN4P2	Testis
MTNR1B	Testis
TRIM42	Testis
TRIM43	Testis
TBPL2	Testis
CCDC75P1	Testis
RP1-127B20.4	Cervix - Endocervix
RP11-335O4.1	Testis
AC106900.6	Testis
RP11-458K10.3	Testis
AC004070.1	Testis
AL022237.3	Testis
RP11-598C10.1	Testis
RP11-598C10.2	Testis
RP11-257I14.1	Testis
RN7SL357P	Testis
UBDP1	Testis
RP11-624A4.1	Testis
NAV2-AS5	Testis
RP5-1069C8.3	Testis
RP5-1069C8.2	Testis
AF178030.2	Testis
RP11-317F20.2	Brain - Cerebellum
GAGE12H	Testis
GAGE12I	Testis
GAGE12J	Testis
GAGE12C	Testis
PRB4	Testis
GAGE12G	Testis
U91328.2	Testis
RP11-959I15.4	Testis
MYL6P2	Testis
RP11-68I3.7	Testis
LACTBL1	Testis
CDKN2AIPNLP2	Testis
LALBA	Testis
LNX1-AS2	Adrenal Gland
RHOXF2	Testis
RP11-501H19.2	Testis
XXbac-BPGBPG34I8.1	Testis
AC114808.3	Testis
C2orf27B	Pancreas
C7orf71	Testis
RPL21P17	Testis
RP11-167N24.5	Testis
RP11-661G16.2	Testis
AC093716.1	Testis
AGBL1-AS1	Testis
RP11-167H9.4	Testis
POU4F2	Testis
RP11-960B9.2	Testis
RP4-739H11.3	Testis
AC005616.2	Muscle - Skeletal
RP11-348J12.2	Testis
AC012594.1	Testis
CTD-2384A14.2	Testis
RP13-726E6.3	Pituitary
RP11-803A13.1	Testis
RNU6-430P	Testis
FAM60BP	Cells - EBV-transformed lymphocytes
RP11-396M11.1	Testis
RP4-586O15.1	Testis
PGBD4P5	Testis
RP11-393K12.2	Testis
MTND3P9	Whole Blood
PWRN2	Testis
DMP1	Testis
AC091770.3	Testis
VN2R10P	Testis
LINC00633	Testis
LINC00637	Testis
LINC00635	Testis
PRDX2P2	Testis
RP11-23E10.2	Testis
RP11-23E10.3	Testis
RP11-23E10.5	Testis
IGLVIV-66-1	Testis
TBCAP1	Testis
TBCAP2	Brain - Cerebellum
RP11-706O15.5	Cervix - Ectocervix
AC103881.1	Testis
AL590708.1	Cervix - Endocervix
AC092106.1	Testis
RP11-745A24.2	Testis
RP11-413G15.1	Testis
RP11-15E18.2	Testis
RP11-15E18.4	Testis
RP11-717H13.1	Testis
RP11-554D15.3	Cells - Transformed fibroblasts
BTF3L4P4	Testis
RP11-146E23.2	Testis
AL121657.4	Esophagus - Mucosa
RP11-58O15.1	Testis
IGHVII-44-2	Testis
AP001628.6	Testis
CTD-2008N3.1	Testis
PTCD2P2	Testis
AP002856.5	Lung
VDAC1P11	Bladder
RP11-787D18.2	Testis
LINC00851	Testis
GUSBP8	Testis
AC104695.4	Testis
RP11-302F12.4	Brain - Cerebellum
APOOP1	Testis
RP11-476M19.1	Testis
APOOP5	Testis
RP11-476M19.3	Testis
CXADRP3	Testis
CXADRP2	Testis
RP11-459D22.2	Stomach
AC022498.1	Fallopian Tube
SYNJ2-IT1	Testis
PGBD4P8	Testis
RP11-87E22.1	Testis
PGBD4P1	Testis
AC005357.1	Testis
CEACAMP10	Testis
RP11-392E22.1	Testis
AC005786.5	Testis
AC005786.3	Testis
RP11-626A5.2	Testis
C21orf91-OT1	Testis
OR3A1	Testis
OR3A3	Testis
RN7SL314P	Breast - Mammary Tissue
RP11-219C20.1	Testis
RPL24P7	Testis
TTLL8	Testis
OR11K2P	Testis
RP11-126O22.1	Testis
CTC-527H23.2	Testis
RN7SL793P	Cells - EBV-transformed lymphocytes
MIR133B	Muscle - Skeletal
RP11-1E3.1	Testis
CTD-2050B12.1	Testis
RP11-319E16.1	Testis
CTD-2318B16.3	Testis
CTD-2318B16.1	Testis
RP11-115J23.1	Testis
RP13-565O16.2	Testis
RP11-480O10.1	Testis
AP001258.5	Cells - EBV-transformed lymphocytes
IGLV11-55	Testis
IGLVIV-64	Testis
RP11-77G23.5	Testis
RP11-885B4.2	Testis
RP11-379P1.4	Testis
RP11-295P9.6	Testis
PRSS29P	Testis
RPL32P34	Bladder
RP11-1028N23.4	Testis
RP11-787P24.1	Testis
RP11-17A4.4	Testis
RP11-677I18.4	Testis
RP11-468N14.3	Liver
RP11-788H18.1	Testis
VN1R64P	Testis
RP11-861L17.3	Lung
RP5-842K16.1	Testis
CTD-2210P24.6	Testis
INSL6	Testis
RP11-100N20.1	Testis
CTD-2210P24.2	Muscle - Skeletal
CTD-2210P24.3	Testis
OR1F12	Testis
RP11-302I18.3	Testis
AP000997.2	Testis
RP11-561O23.7	Testis
CTD-2081C10.1	Testis
RP3-438O4.4	Testis
MAGEB2	Testis
MAGEB3	Testis
MAGEB1	Testis
MAGEB6	Testis
AC079150.3	Testis
MAGEB5	Testis
CTD-2194D22.2	Testis
RP11-109G10.2	Prostate
AL391384.1	Cervix - Endocervix
RP11-90C4.2	Testis
RP11-90C4.3	Testis
LINC00283	Testis
AC005262.4	Esophagus - Mucosa
ONECUT3	Testis
RP11-13N12.1	Testis
RP11-1036E20.7	Liver
SLC25A1P4	Testis
RP5-1066H13.4	Testis
SLC25A1P1	Testis
SLC25A1P2	Testis
SLC25A1P3	Testis
KRT18P25	Prostate
RP5-905H7.10	Testis
RP11-321A17.3	Testis
RP11-812E19.14	Testis
RP11-321A17.5	Testis
TRIM60	Testis
CNN2P6	Cells - EBV-transformed lymphocytes
CNN2P3	Heart - Atrial Appendage
GOLGA5P1	Whole Blood
RP11-307O10.1	Testis
C2orf83	Testis
RP11-243A14.3	Testis
RP11-243A14.2	Testis
CNBD1	Testis
RP5-1047A19.4	Testis
OR52D1	Testis
C13orf35	Testis
RP5-1108M17.5	Pancreas
AC104781.1	Testis
RP11-763K15.1	Testis
TRIM53CP	Testis
RP11-140I24.1	Testis
MAGEB6P1	Testis
RP11-13G14.4	Testis
PTCHD3P3	Testis
CEACAM18	Small Intestine - Terminal Ileum
RP3-477O4.5	Testis
RP11-791M20.1	Spleen
RP11-274B21.7	Testis
SPATA31B1	Testis
CTD-2318B16.2	Testis
AP000936.4	Testis
CTD-2280E9.1	Prostate
RP11-434D11.4	Testis
CTD-2021H9.2	Testis
RN7SL871P	Testis
CTD-2144E22.7	Testis
CTD-2144E22.6	Testis
CTD-2144E22.5	Testis
RP11-1267H10.3	Liver
C7orf55	Testis
AL080274.1	Testis
EFCAB14P1	Testis
RP3-333B15.4	Testis
RP11-168L7.3	Testis
OR10J6P	Liver
ZNF479	Testis
MIR548I2	Ovary
KRTAP3-3	Skin - Not Sun Exposed (Suprapubic)
RNF17	Testis
OR11M1P	Testis
RP11-177C12.4	Uterus
RP11-769N19.2	Testis
RP11-503C24.3	Testis
RBMY1HP	Testis
RP11-179H18.7	Testis
RP11-179H18.5	Brain - Cerebellar Hemisphere
CCNJP1	Testis
RP11-179H18.8	Testis
RP11-439E19.1	Testis
RNA5SP474	Brain - Spinal cord (cervical c-1)
RNA5SP479	Cervix - Endocervix
AC005162.4	Testis
AC013727.2	Testis
AC013727.1	Testis
LINC00615	Testis
LINC00616	Testis
SDCCAG3P1	Testis
RP11-110H1.8	Testis
RP11-110H1.9	Testis
RP11-1151B14.2	Liver
RP5-1099E6.3	Testis
CRYGEP	Ovary
RP11-473A10.2	Testis
RP5-850E9.3	Brain - Frontal Cortex (BA9)
RP11-134E15.1	Testis
RP11-1109M24.11	Testis
RP11-1109M24.13	Testis
RP11-1109M24.12	Testis
RP11-1109M24.14	Testis
RP11-1109M24.16	Testis
AF064858.6	Liver
PPP2R2B-IT1	Testis
TPD52L3	Testis
RP11-86L19.2	Testis
SLIT2-IT1	Testis
LINC00879	Testis
RP11-683L23.2	Testis
ATP11A-AS1	Testis
RP11-21M7.2	Nerve - Tibial
CTD-3194G12.1	Testis
RP11-480G3.1	Testis
R3HDM2P2	Testis
RP11-515E23.2	Testis
RP11-515E23.1	Testis
ZFP42	Testis
RP3-473B4.3	Adrenal Gland
RPL29P32	Testis
RPL29P33	Ovary
RPL29P30	Testis
OR5AK4P	Spleen
RP11-77G23.2	Testis
RP4-742N3.1	Testis
AC015922.5	Testis
AC018359.1	Testis
AC018359.3	Testis
RP11-560G2.1	Testis
RP11-560G2.2	Testis
AC114765.2	Esophagus - Mucosa
ESRRAP2	Testis
ESRRAP1	Testis
RP11-142G7.2	Testis
BMS1P19	Testis
BMS1P16	Testis
RP11-373E16.4	Cells - Transformed fibroblasts
BMS1P13	Esophagus - Mucosa
GAPDHP70	Nerve - Tibial
DEFB135	Testis
RP11-125P18.1	Testis
RP4-604A21.1	Brain - Cerebellar Hemisphere
MRPL37P1	Prostate
AC128709.4	Testis
RP11-257K9.3	Testis
CTD-2147F2.2	Heart - Left Ventricle
ADAMTS20	Testis
RP11-473M14.3	Testis
RP11-256L11.1	Testis
AC010987.6	Pancreas
AL589986.2	Testis
SMPD4P2	Testis
CTD-2118P12.1	Testis
SLC25A31	Testis
AC130710.1	Brain - Spinal cord (cervical c-1)
snoZ185	Cells - Transformed fibroblasts
AP005273.1	Testis
RP4-764O22.2	Testis
RP11-508N12.2	Testis
RP11-328M4.3	Testis
AC004535.2	Testis
RP11-798K3.4	Cervix - Endocervix
PLCXD2-AS1	Testis
AC100848.1	Testis
EEF1GP8	Testis
EEF1GP3	Testis
EEF1GP2	Testis
EEF1GP7	Testis
RP11-461F11.3	Testis
RP11-552E10.1	Testis
CTD-2587M23.1	Testis
TRPC6P	Brain - Cerebellum
LGALS14	Cells - EBV-transformed lymphocytes
SMIM9	Testis
RP5-1024G6.7	Testis
ZNF725P	Testis
RP1-3J17.3	Skin - Not Sun Exposed (Suprapubic)
RP11-148E17.1	Testis
AC010880.1	Testis
RP11-956J14.2	Testis
Z95704.1	Ovary
RP11-597A11.1	Testis
RP11-431M3.1	Testis
OR6C2	Testis
AC011718.2	Testis
AP000361.2	Testis
OCM2	Testis
MKRN4P	Testis
RNU1-138P	Heart - Atrial Appendage
RPL35AP4	Testis
OR13G1	Testis
LINC00269	Pituitary
TRIM64EP	Testis
GNRHR2P1	Testis
CTC-548H10.2	Testis
CTD-2582D11.1	Testis
RP11-474I11.8	Testis
AC007463.2	Testis
RP11-164N3.3	Testis
RNA5SP132	Testis
POM121L8P	Testis
RP11-829H16.2	Testis
AC109815.2	Testis
AC009227.3	Brain - Cerebellum
RP11-772C9.1	Liver
RNU6-704P	Testis
LINC00408	Testis
PRPS1L1	Testis
RP11-163M18.1	Testis
RP11-45I20.1	Testis
RP11-381I15.1	Testis
RP4-717I23.2	Cells - EBV-transformed lymphocytes
RP11-849F2.4	Testis
RP11-603J24.4	Testis
RPS10P18	Testis
RPS10P16	Skin - Not Sun Exposed (Suprapubic)
RP11-30L3.2	Testis
PPP3R2	Testis
PRNT	Testis
RP11-524P6.1	Testis
RP5-1185H19.2	Pituitary
GSC2	Testis
RP11-759A9.1	Testis
RP11-520A21.1	Testis
RP11-725M22.1	Testis
RP1-27K12.2	Liver
ZNF679	Testis
CCR12P	Cells - EBV-transformed lymphocytes
CYCSP32	Testis
RP11-240A16.1	Testis
AC018832.1	Testis
AC068483.1	Testis
AC107613.1	Testis
ATXN3L	Testis
RPL21P50	Testis
RP11-550P17.5	Cells - Transformed fibroblasts
RP1-230L10.1	Testis
RBM22P3	Testis
PRSS54	Testis
RP11-360K13.1	Testis
RP11-475D12.2	Testis
RP11-475D12.1	Testis
PRSS58	Testis
LIN28A	Testis
RP5-857K21.5	Testis
RP11-281H11.1	Testis
RP11-529P9.1	Testis
RP11-91I20.1	Testis
RP5-836J3.1	Liver
RP11-216M21.7	Testis
TOPAZ1	Testis
RP11-571O6.1	Testis
OR2J3	Testis
RP11-109M19.1	Testis
CTD-2066L21.2	Testis
CTC-359M8.1	Testis
CTD-2066L21.1	Testis
AC023672.2	Kidney - Cortex
RP11-190D6.2	Testis
RP11-361D14.2	Testis
RP3-446N13.1	Testis
CTD-2349B8.1	Cervix - Endocervix
RPS3AP2	Testis
AC092566.1	Testis
RP11-815J4.5	Pancreas
RP11-815J4.7	Testis
RGPD6	Testis
RGPD4	Testis
BPIFA3	Testis
RP11-574M7.1	Testis
CLSTN2-AS1	Testis
SPP2	Liver
RP11-227D13.2	Testis
RP5-907D15.3	Minor Salivary Gland
HMGB4	Testis
RP11-507D14.4	Testis
RP11-5A11.1	Brain - Cerebellum
HYALP1	Testis
RP11-1072C15.2	Testis
RP11-1072C15.3	Testis
SCP2D1	Testis
KIF4B	Testis
ACTL7B	Testis
ACTL7A	Testis
RP11-690J15.1	Testis
BMP6P1	Testis
RP11-319E12.1	Testis
AC027319.1	Spleen
EIF4EBP1P2	Testis
NUPL1P1	Testis
EIF4EBP1P1	Brain - Cerebellum
RNU1-75P	Liver
RP11-157B13.3	Testis
RP11-157B13.7	Testis
RP11-157B13.9	Testis
RP11-157B13.8	Testis
AC123023.1	Testis
RP11-572C15.5	Testis
RP11-44I10.6	Testis
RP11-744I24.2	Testis
DIO2-AS1	Testis
RP11-685M7.5	Testis
RP11-305A4.3	Testis
GSTTP1	Testis
GSTTP2	Testis
CAP1P2	Testis
BTF3P12	Testis
RP11-359G22.2	Testis
AC024028.1	Testis
AC013472.3	Testis
OR5AK3P	Spleen
RP11-518I13.1	Testis
AP003025.2	Testis
RP11-499F3.1	Cervix - Endocervix
RP3-380E11.2	Testis
SP3P	Testis
RP11-255G21.1	Testis
SPANXN1	Testis
RP11-390P2.2	Skin - Not Sun Exposed (Suprapubic)
RN7SL310P	Testis
DEFB119	Testis
RP11-293N14.1	Testis
C10orf55	Testis
C10orf53	Testis
RP11-388E23.2	Testis
RP11-314P15.2	Brain - Frontal Cortex (BA9)
OR8D1	Testis
TMEM212	Testis
AC104623.2	Testis
PFN3	Testis
RP11-136K7.3	Testis
SCN10A	Testis
RP11-690D19.1	Testis
CTD-2055G21.1	Testis
RP11-342A1.1	Testis
CYP4F60P	Testis
TPM3P7	Testis
AC087163.3	Testis
RP11-285A18.2	Testis
hsa-mir-150	Spleen
RP11-796I2.1	Testis
LRRC37A9P	Testis
RP1-102E24.9	Cervix - Ectocervix
RP11-261C10.2	Testis
AC116609.3	Testis
AC116609.1	Testis
RP11-439H9.1	Testis
AC004899.3	Testis
AC004053.1	Brain - Nucleus accumbens (basal ganglia)
RP11-720D4.3	Testis
RP1-152L7.3	Testis
SNORD88A	Prostate
NOTCH2P1	Testis
CTD-2330J20.1	Whole Blood
RP11-81H3.1	Testis
XX-DJ76P10__A.2	Testis
SNRPFP1	Cells - EBV-transformed lymphocytes
GOLGA6L6	Testis
GOLGA6L1	Testis
GOLGA6L2	Testis
MIR3943	Testis
MIR3944	Small Intestine - Terminal Ileum
CTD-2384B9.1	Testis
VN1R35P	Testis
RP11-36N20.1	Testis
SPDYE7P	Testis
LINC00242	Pituitary
RP11-402P6.7	Testis
RN7SL567P	Testis
NRG1-IT3	Testis
NRG1-IT1	Testis
CTC-542B22.1	Testis
TRBV6-8	Testis
RP11-120C12.3	Esophagus - Mucosa
KRT18P64	Testis
OR51B4	Ovary
TRBV6-7	Testis
RP11-619I22.1	Spleen
LINC00421	Testis
ACSM4	Testis
LINC00424	Testis
NOS2P1	Testis
C20orf173	Testis
AC012494.1	Testis
RP11-231L11.1	Testis
RP11-711C17.2	Testis
KCNMB3P1	Testis
RP11-711C17.1	Testis
RP11-1018N14.4	Testis
RP11-1018N14.2	Testis
RP11-1018N14.1	Testis
CTD-2516F10.4	Testis
CTC-782O7.1	Testis
RP11-160H12.2	Testis
IFITM8P	Testis
RP1-155D22.2	Testis
MROH2B	Testis
RP11-92G19.2	Testis
RP11-453E2.2	Testis
XXbac-BPG248L24.13	Testis
CTD-2313P7.1	Testis
RP11-547D23.1	Testis
PRLH	Heart - Atrial Appendage
RP11-364P22.2	Testis
ZNF192P2	Testis
RP11-354H21.1	Testis
RP11-354H21.2	Testis
MOS	Testis
AC099344.3	Testis
RNU1-64P	Testis
MS4A18	Testis
RP11-38F22.1	Testis
RP11-525K10.2	Ovary
AC022311.1	Testis
CTD-2579N5.3	Testis
RP11-315J22.5	Testis
MS4A13	Testis
AC079988.3	Minor Salivary Gland
RP1-17K7.2	Testis
RP1-17K7.3	Testis
RP1-17K7.1	Testis
AC068610.5	Testis
AC018693.6	Testis
PDHA2	Testis
RP11-469L4.1	Testis
RPL12P33	Testis
RPL12P37	Testis
RPL12P38	Testis
RP11-21G20.1	Testis
RFPL4B	Testis
RP11-704C2.1	Testis
PLCH1-AS2	Testis
EEF1A1P10	Testis
RNA5SP435	Cervix - Endocervix
RNA5SP434	Small Intestine - Terminal Ileum
AC113618.1	Testis
RP11-359P18.1	Testis
RP11-722M1.1	Testis
RP11-881L2.1	Skin - Not Sun Exposed (Suprapubic)
LYPD4	Testis
EIF4BP8	Testis
CATSPER4	Testis
EIF4BP2	Testis
RP11-2A4.4	Testis
RP11-400D2.3	Testis
RP11-400D2.2	Testis
RP11-103C3.2	Testis
CATSPERD	Testis
RP11-202G11.2	Testis
LINC00658	Testis
VN1R6P	Testis
ABT1P1	Testis
OR7E111P	Testis
RP11-571I18.2	Testis
AC011625.1	Artery - Aorta
CTC-459F4.8	Testis
CTC-459F4.7	Testis
CTC-459F4.5	Testis
RP11-278I4.2	Artery - Coronary
RP11-452D2.2	Testis
RP11-452D2.1	Testis
RNU6-824P	Cervix - Endocervix
PSG8	Testis
RP11-310H4.6	Testis
PSG5	Cells - Transformed fibroblasts
PSG3	Testis
PSG1	Cells - Transformed fibroblasts
RNFT1P3	Testis
CTD-2185K10.1	Testis
RP11-389O22.5	Testis
RP11-57C13.4	Testis
RP11-57C13.5	Testis
C5orf60	Testis
RP11-340I6.5	Brain - Nucleus accumbens (basal ganglia)
RP11-331K15.1	Brain - Hippocampus
TRIM36-IT1	Testis
TREML5P	Whole Blood
AC005808.3	Testis
AC073043.1	Testis
RP11-675M1.2	Testis
RP11-124N19.3	Kidney - Cortex
FAM47B	Testis
FAM47A	Testis
AC008984.6	Spleen
RP11-152H18.4	Testis
RP11-383J24.2	Heart - Left Ventricle
OR5B21	Testis
RP5-1022P6.7	Testis
RP11-734I18.1	Testis
PKMP1	Testis
RP11-1103G16.1	Testis
RP11-352M15.1	Testis
AC013437.6	Whole Blood
AC063976.3	Testis
RP11-232A1.2	Testis
C8orf44-SGK3	Bladder
HIST1H1T	Testis
OR8B2	Testis
OR8B3	Testis
ETF1P1	Testis
TTTY22	Testis
HIST1H1A	Testis
JRKL-AS1	Testis
RP11-62C3.6	Testis
RP11-143E21.1	Testis
TMEM239	Testis
AC007317.1	Testis
RP11-408E5.6	Testis
RP11-408E5.5	Testis
RP11-408E5.4	Testis
CTD-2533K21.4	Brain - Hippocampus
LINC00588	Testis
GNAT1	Testis
RP11-103H7.2	Testis
RP11-103H7.3	Testis
AC099684.1	Testis
RP1-93H18.6	Spleen
RN7SL225P	Testis
AP001442.2	Testis
RP11-331H13.1	Testis
FAM27L	Testis
FAM149B1P1	Testis
RP11-15M15.1	Testis
RP11-35J1.1	Testis
RP11-7F17.4	Testis
RP11-2F9.4	Testis
RP4-682C21.5	Testis
DNM1P30	Brain - Caudate (basal ganglia)
RP11-615J4.4	Thyroid
RP11-615J4.3	Testis
GSTO3P	Testis
ATP5C1P1	Testis
RP11-39K24.12	Testis
RP11-39K24.13	Testis
DBX1	Testis
RP11-39K24.14	Testis
RPS26P2	Testis
ZNF286A	Testis
RP11-351I21.11	Pituitary
RP11-296E23.1	Muscle - Skeletal
TMCO2	Testis
RP11-534L6.3	Cells - EBV-transformed lymphocytes
RP11-534L6.2	Cells - EBV-transformed lymphocytes
RP11-534L6.5	Testis
FREM2-AS1	Pancreas
MIR144	Whole Blood
IFNW1	Testis
RP11-162D16.2	Testis
CTD-2144E22.8	Testis
AC020956.3	Testis
MIR3960	Ovary
RP11-133L19.1	Testis
RP11-133L19.2	Testis
RP11-855C21.1	Testis
GOLGA8EP	Testis
OR13C5	Pituitary
LINC00229	Testis
RP11-324L3.5	Testis
OR13C2	Pituitary
OR13C3	Testis
RP11-489M13.1	Pituitary
LINC00226	Testis
LINC00221	Testis
RP11-514F8.2	Testis
RP11-402L5.1	Testis
RP1-293L8.2	Artery - Tibial
LRIT1	Testis
KRT18P42	Testis
KRT18P40	Testis
CTD-2024I7.13	Testis
KRT18P46	Testis
RNA5SP174	Testis
RP11-342D14.1	Testis
POM121L4P	Testis
RP11-45F15.2	Testis
RP11-45F15.1	Testis
TBC1D21	Testis
RP11-465L8.1	Testis
RNU1-2	Testis
RNU6-339P	Liver
RPL5P2	Testis
GUCY2F	Testis
RPL5P6	Testis
RP11-180D21.3	Liver
SLC9A3P3	Adrenal Gland
C21orf54	Testis
RSU1P2	Testis
RP11-434I12.4	Testis
CELF2-AS2	Testis
AC073934.6	Testis
RP11-80F22.2	Testis
RP11-388N2.1	Prostate
RP11-80F22.7	Testis
RP11-80F22.6	Testis
RP11-80F22.5	Testis
RP11-80F22.4	Testis
AC004870.4	Kidney - Cortex
AC004870.3	Testis
TPI1P3	Testis
RN7SL412P	Testis
RP1-116K23.1	Testis
CCT8L2	Testis
LINC00919	Testis
RP11-848D3.5	Testis
LINC00917	Testis
FAM194B	Testis
OR1AB1P	Testis
AC079466.1	Pancreas
AP003471.1	Liver
AE000661.50	Spleen
ZNF209P	Thyroid
RP11-168L22.2	Testis
RP11-260M19.1	Brain - Hypothalamus
RP11-575B7.3	Testis
RP11-127B16.1	Testis
PES1P2	Testis
PES1P1	Testis
RP11-210G22.1	Testis
MTCO2P3	Testis
OR1N1	Testis
LZTS1-AS1	Testis
MIR1231	Artery - Aorta
RP11-460H9.1	Testis
RP11-415D17.4	Testis
RP11-170L3.4	Whole Blood
RP11-415D17.1	Fallopian Tube
RN7SL386P	Pancreas
NCR2	Cells - EBV-transformed lymphocytes
OR2AT1P	Testis
AC093698.4	Testis
RP11-76E17.2	Testis
AC079448.1	Esophagus - Mucosa
RP1-96H9.5	Testis
RP11-355I22.6	Testis
ROPN1L-AS1	Testis
CLCA3P	Esophagus - Mucosa
RP11-37C7.2	Testis
AC106874.1	Testis
RP11-27G13.1	Testis
RP11-40H20.4	Testis
RP11-600L4.1	Testis
RP11-168C9.1	Testis
RP5-827L5.1	Testis
RP11-323H21.3	Testis
DYNLT3P1	Thyroid
OR2AD1P	Testis
RP11-313P18.1	Testis
SNORD127	Uterus
AC015977.5	Adrenal Gland
HIGD2B	Testis
RP11-497D6.3	Testis
NOBOX	Testis
IGLV2-34	Spleen
RP11-542C10.1	Testis
RP11-38C18.3	Testis
CTD-2333K2.1	Testis
RP11-168K9.1	Testis
AC062020.2	Testis
RP11-127H5.1	Testis
AC096559.2	Testis
PGCP1	Testis
RP11-234B24.5	Testis
RP11-404L6.2	Testis
RP11-49O14.3	Testis
AC130709.1	Testis
RP11-650J17.2	Testis
PSMB11	Testis
RP11-20J15.2	Cells - EBV-transformed lymphocytes
RPS6P20	Testis
RPS6P21	Testis
RNU6-12P	Thyroid
RP11-1000B6.2	Testis
ANKRD30BP3	Testis
ANKRD30BP2	Testis
NEK2P4	Testis
INS-IGF2	Liver
hsa-mir-7515	Testis
HNRNPA1P40	Thyroid
GTSCR1	Testis
CTB-31C7.3	Testis
RP11-174G17	Testis
RP11-708H21.1	Colon - Transverse
AC011753.6	Testis
RP11-962G15.1	Testis
RP11-411H5.1	Testis
RP11-592N21.2	Testis
MIR663B	Testis
RP11-66A2.2	Testis
RP4-777D9.2	Testis
RP11-260O18.1	Testis
GS1-179L18.1	Testis
SUN5	Testis
RP11-476K15.1	Testis
SLC25A5P6	Testis
RP11-656G20.1	Stomach
RP11-692C24.2	Testis
RP11-347D21.4	Testis
RP11-347D21.1	Testis
RP11-347D21.2	Testis
RP11-605F20.1	Testis
HIST1H3F	Cells - EBV-transformed lymphocytes
AC004063.1	Testis
HIST1H3I	Cells - EBV-transformed lymphocytes
RP11-149F8.3	Testis
CTC-471C19.2	Testis
RP11-1007I13.4	Testis
RP11-155I9.1	Testis
RP11-831A10.2	Testis
AC140481.2	Testis
AC140481.3	Testis
CTD-2195M15.3	Testis
AC140481.4	Testis
RP11-324C10.1	Testis
AC159540.3	Testis
RP5-936J12.1	Testis
AC064872.1	Testis
CTD-3110P2.2	Liver
RNU2-70P	Pancreas
RP11-61O1.1	Testis
RP11-325I22.1	Testis
EEF1A1P34	Testis
EEF1A1P37	Testis
HMGB1P37	Brain - Frontal Cortex (BA9)
FGF7P2	Testis
RP11-543A18.1	Testis
RP11-705O24.1	Testis
RP11-705O24.3	Testis
RP11-705O24.2	Testis
RP11-308N19.3	Testis
RP13-192B19.2	Testis
MTND5P14	Testis
MTND5P12	Brain - Cerebellar Hemisphere
VN1R31P	Testis
RP11-284P20.3	Heart - Left Ventricle
CTD-2090I13.1	Testis
CTD-2090I13.3	Testis
RP11-740P5.3	Testis
RP11-740P5.2	Testis
AC009506.2	Cervix - Endocervix
CTC-523E23.14	Testis
RP11-626I20.3	Testis
RP11-401F2.4	Testis
AC107399.2	Testis
RPL17P3	Thyroid
CTC-218H9.1	Testis
RP5-1006K12.1	Testis
CTD-2323K18.3	Testis
RP11-338L18.1	Testis
RP11-804A23.1	Testis
HSPA8P14	Spleen
LINC00200	Testis
LINC00207	Testis
RP11-344A5.1	Testis
LINC00208	Testis
RP11-83C7.2	Cells - EBV-transformed lymphocytes
RP11-25L5.2	Testis
RP11-733D4.1	Testis
FTH1P6	Testis
RP11-514A9.1	Testis
MIR7-3	Pituitary
RP11-201E8.1	Testis
RP11-711D18.2	Testis
OR7E99P	Nerve - Tibial
RNA5SP195	Brain - Cerebellum
AC144525.1	Cells - Transformed fibroblasts
RP11-687M24.7	Testis
CTB-7E3.1	Testis
FAM183CP	Testis
RNU6-250P	Testis
RP11-451O13.1	Testis
RP1-251M9.3	Lung
RP11-762H8.3	Testis
ZIM3	Testis
RP11-241K18.2	Testis
RP11-941H19.3	Testis
TNR-IT1	Testis
RPL23AP51	Testis
TEX36	Testis
RP11-346I3.4	Testis
AC009518.4	Testis
XXyac-YX60D10.1	Testis
AC009518.2	Testis
AC009518.8	Testis
