gene	specific tissue
RP1-74B13.2	Testis
CKBP1	Testis
RNU1-51P	Cervix - Endocervix
RP11-899L11.3	Testis
RP11-899L11.1	Testis
RP11-501O2.4	Testis
RP11-685B13.2	Testis
RP11-666E17.1	Testis
AC092625.1	Testis
APOBEC3AP1	Testis
RP11-221E20.4	Testis
RP11-221E20.5	Testis
AC008592.7	Testis
VN1R32P	Testis
RP11-1292F20.1	Testis
RP11-373I8.1	Pituitary
TPTE2P2	Testis
TPTE2P4	Testis
NXPE2P1	Testis
FKBP4P1	Testis
MAGEB18	Testis
RP11-349E4.1	Testis
MAGEB10	Testis
MAGEB16	Testis
PARP4P2	Testis
BMP15	Testis
RP11-416O18.1	Testis
RPL36P20	Testis
POM121L3P	Testis
C12orf74	Cells - EBV-transformed lymphocytes
C12orf77	Cells - EBV-transformed lymphocytes
RP11-62G11.2	Testis
RP11-625L16.1	Testis
CTC-281M20.3	Testis
RP11-157I4.4	Testis
RP11-434H6.2	Spleen
RNU1-120P	Skin - Not Sun Exposed (Suprapubic)
CTA-929C8.7	Testis
CTA-929C8.6	Testis
CTA-929C8.5	Adipose - Visceral (Omentum)
ANKRD60	Testis
OR7E21P	Testis
RP11-622A1.1	Liver
RP11-1152H15.1	Testis
OR14K1	Testis
MIR130B	Cells - EBV-transformed lymphocytes
CPSF4L	Testis
RP11-47G4.2	Testis
RP11-157E14.1	Testis
RP11-669N7.3	Testis
RP11-669N7.2	Testis
CTAGE1	Testis
CTAGE6	Testis
AC079354.2	Testis
AC079354.3	Testis
GIP	Testis
RP13-150K15.1	Testis
KB-1047C11.2	Testis
KB-1047C11.1	Testis
PP13004	Testis
RNU5E-1	Testis
ANKRD62P1	Testis
GS1-18A18.2	Testis
CXorf64	Heart - Atrial Appendage
CXorf66	Testis
CTD-2021A8.3	Testis
AC010095.7	Testis
BPIFB6	Minor Salivary Gland
IGKV3OR2-268	Spleen
RN7SL269P	Brain - Cerebellum
DCAF13P1	Testis
LARGE-AS1	Testis
RP11-89C3.2	Testis
RP11-775G23.1	Testis
RP5-1030M6.3	Testis
MAGI2-AS2	Testis
RP11-24M17.5	Testis
RP1-177I10.1	Testis
RN7SL334P	Pituitary
RP11-124N3.3	Testis
RP11-124N3.2	Testis
C4BPAP2	Testis
RP11-292E2.2	Testis
RP11-267A15.3	Testis
RP11-145B3.2	Pituitary
AL590763.5	Testis
AC004878.3	Testis
RP11-18F14.1	Testis
SNORD70	Cells - EBV-transformed lymphocytes
RP11-335F8.2	Testis
RP11-293A10.3	Testis
RP11-702B10.1	Testis
RP11-23D5.1	Testis
RP11-577G20.2	Testis
RP11-577G20.1	Testis
SAR1P1	Testis
SPEM1	Testis
RP11-333A23.2	Testis
ZSCAN5D	Testis
ZSCAN5C	Testis
RN7SKP221	Testis
RP11-25H12.1	Testis
RP6-186E3.1	Testis
RP11-384P7.5	Testis
RP11-201M22.1	Testis
ATP5F1P3	Testis
RP5-1022J11.2	Testis
CRPP1	Liver
RP11-65L19.4	Testis
DBIP2	Testis
RP4-610C12.1	Testis
RP11-809N15.3	Testis
RP11-96K14.1	Testis
RP11-588P7.2	Testis
RP11-588P7.1	Testis
MIR4783	Liver
RP11-875H7.2	Testis
MAGI1-AS1	Testis
RP11-20L19.1	Testis
HINT1P1	Testis
C1orf180	Testis
RP11-366M4.13	Testis
SPATA31E1	Testis
RP11-366M4.14	Testis
RP11-536P16.2	Testis
RP11-59O6.3	Testis
CLRN2	Testis
ATP6V0CP2	Bladder
AC015977.6	Adrenal Gland
RP11-189E14.5	Testis
RP11-189E14.3	Testis
RP11-159K7.1	Cells - EBV-transformed lymphocytes
CTC-525D6.5	Testis
RP11-807E13.3	Liver
RP11-538D16.3	Testis
GMCL1P1	Testis
RPL6P9	Testis
CHRNG	Muscle - Skeletal
LINC00559	Testis
LINC00558	Testis
LINC00557	Testis
YRDCP2	Cervix - Ectocervix
LINC00554	Testis
CENPIP1	Testis
FAM99A	Liver
PGAM1P4	Brain - Anterior cingulate cortex (BA24)
RP11-526P6.1	Testis
OR9A2	Brain - Spinal cord (cervical c-1)
RP11-105N14.3	Testis
USP29	Testis
USP26	Testis
RP11-277J6.3	Testis
RP11-557J10.3	Testis
BCRP4	Testis
CTD-2323K18.2	Cervix - Ectocervix
RP11-314N14.1	Testis
TOX4P1	Testis
BCRP9	Testis
PARP1P1	Testis
RP11-100L22.4	Testis
RP11-613H2.1	Testis
RPL23AP50	Cervix - Endocervix
RP11-100L22.2	Testis
CTD-2520I13.1	Testis
RP11-372E1.4	Liver
RP1-65J11.5	Testis
AC079467.1	Muscle - Skeletal
OR14L1P	Testis
RP11-292D4.2	Testis
CTC-439O9.3	Testis
RP11-480D4.4	Testis
RP11-556O15.1	Testis
RP11-1084I9.2	Pituitary
RP11-489M13.3	Pituitary
RP11-574O16.1	Testis
RP1-298M8.1	Testis
RPS23P9	Whole Blood
RP11-648C16.1	Testis
RP11-219J21.1	Testis
OR8G2P	Testis
VN1R2	Testis
RP11-317M11.1	Kidney - Cortex
KRBOX1-AS1	Testis
VN1R4	Testis
VN1R5	Testis
AC098824.6	Testis
WI2-89927D4.1	Cervix - Endocervix
RP11-158I23.1	Testis
AC078899.3	Thyroid
AC078899.5	Thyroid
DSCR10	Testis
RP3-416J7.5	Testis
RP11-326I19.3	Testis
RBMY2FP	Testis
IGHV3OR16-10	Testis
RP3-322L4.2	Testis
RP11-99H20.1	Testis
RP11-548K12.2	Testis
RP11-548K12.1	Testis
RP11-548K12.7	Testis
RP11-548K12.6	Testis
RP11-548K12.4	Testis
RP11-118N24.2	Testis
AC013436.6	Testis
POTEB2	Testis
KB-1183D5.13	Testis
MYH4	Muscle - Skeletal
AP000345.2	Testis
RP11-396N11.1	Testis
AC092664.1	Testis
RP11-1033H12.1	Testis
RP11-28O3.2	Testis
MORC1-AS1	Testis
AC079781.1	Testis
RPL21P129	Testis
RPL21P126	Testis
RPL21P122	Testis
RP11-92B11.4	Testis
RP11-178F10.2	Testis
CTA-249B10.1	Testis
RP11-221N13.4	Cells - Transformed fibroblasts
ISCA2P1	Pituitary
AC025287.1	Testis
RN7SL645P	Testis
RP11-232C2.3	Testis
RP11-232C2.2	Testis
RP13-766D20.1	Testis
RP11-209M4.1	Testis
CTD-2076M15.1	Testis
RP11-219B17.2	Testis
RP11-252E2.2	Liver
PLSCR5-AS1	Testis
AC008694.3	Testis
RP11-547C13.1	Testis
RP1-297M16.2	Testis
IGLCOR22-2	Testis
CASC6	Brain - Hippocampus
LINC00498	Testis
RP13-582L3.4	Testis
RP11-655M14.14	Nerve - Tibial
LINC00491	Testis
RP11-420L9.4	Testis
CTA-714B7.4	Testis
EIF5AP4	Testis
EIF5AP2	Cells - EBV-transformed lymphocytes
RP11-24I21.1	Testis
RP11-631M21.6	Testis
POM121L1P	Testis
AC011196.3	Testis
RP11-755B10.3	Testis
C12orf50	Testis
LINC01019	Testis
RP11-124I4.2	Testis
LINC01015	Testis
AC108456.1	Cervix - Endocervix
ZNF317P1	Testis
LINC00945	Testis
FOXP1-AS1	Testis
RP11-322N21.2	Testis
RP11-364B14.1	Testis
OR7E23P	Testis
RPL18P13	Testis
SCARNA1	Cells - EBV-transformed lymphocytes
RP11-14K3.3	Testis
RP11-14K3.2	Testis
RP11-14K3.4	Testis
RP11-14K3.7	Kidney - Cortex
POM121L12	Testis
CR769776.3	Testis
SIAH1P1	Testis
AC010967.3	Testis
FAM224B	Testis
FAM224A	Testis
RP11-654G14.1	Testis
RP11-318K15.2	Whole Blood
RP11-227D2.3	Testis
RP11-65D17.1	Testis
CTD-2299I21.1	Liver
GK2	Testis
CTD-2291D10.2	Testis
RP11-406O16.1	Testis
CTD-2134P3.2	Testis
CTD-2134P3.1	Testis
RP4-694A7.4	Testis
RP11-141M1.1	Testis
RP11-295G12.1	Testis
SPANXN5	Testis
SPANXN4	Testis
RP11-14I17.1	Cervix - Endocervix
SPANXN3	Testis
SPANXN2	Testis
CTC-512J14.1	Testis
CTC-512J14.7	Testis
RP11-412P11.1	Testis
RP11-773H22.1	Testis
RPS20P31	Spleen
IGHV3-47	Testis
RP11-60A8.2	Testis
RSU1P1	Testis
RP11-463I20.2	Testis
FGF21	Liver
ERVWE2	Testis
RP4-799P18.4	Testis
XAGE5	Testis
RP4-799P18.3	Testis
AC011286.1	Esophagus - Mucosa
KRT8P5	Testis
SPANXD	Testis
SPANXC	Testis
OR1K1	Testis
RP11-469N6.2	Testis
RP11-159M11.2	Testis
AC008063.3	Cells - Transformed fibroblasts
AC009411.1	Testis
AC009411.2	Testis
RP11-432M24.4	Testis
C5orf17	Testis
RP11-439I14.2	Testis
RP1-40E16.2	Testis
TSPY10	Testis
RP11-302L19.1	Testis
RP11-19J5.2	Testis
AC004869.3	Testis
AC004869.2	Testis
VTRNA1-3	Cells - EBV-transformed lymphocytes
VTRNA1-1	Testis
AL121578.7	Testis
OR6D1P	Testis
RN7SL762P	Brain - Cerebellum
OR13Z1P	Testis
RPL34P33	Testis
PSAT1P2	Ovary
VN1R28P	Testis
RN7SKP240	Ovary
NBPF22P	Testis
RNU6ATAC	Testis
AC008122.1	Testis
RPL5P24	Testis
RP11-161I6.2	Testis
ADAM21P1	Testis
RP4-591N18.2	Testis
AC016751.2	Testis
AC016751.3	Testis
RP5-862K6.4	Testis
CTD-2522E6.4	Brain - Cerebellum
RP11-83M16.2	Nerve - Tibial
FAM9A	Testis
AC007879.6	Kidney - Cortex
AC133106.2	Testis
RN7SKP187	Brain - Amygdala
GYG1P1	Testis
RP11-1259L22.2	Liver
ARGFX	Testis
GRK7	Testis
DNM3-IT1	Testis
RNU1-94P	Testis
RP11-320N7.1	Cells - EBV-transformed lymphocytes
RP11-576M8.2	Testis
CTD-2269E23.3	Testis
AC016903.2	Testis
RP11-320N21.2	Cells - EBV-transformed lymphocytes
RPF2P1	Testis
RP13-262C2.3	Testis
RP11-343P9.1	Testis
OR3D1P	Testis
RP11-397E7.2	Testis
RNU6-495P	Ovary
LINC00534	Brain - Nucleus accumbens (basal ganglia)
LINC00536	Testis
AC007161.5	Testis
TBC1D3P2	Testis
RP11-848D3.4	Testis
RP11-77C3.3	Testis
RPL9P18	Testis
RP11-1112J20.2	Testis
RP11-1112J20.1	Testis
RPL9P16	Cervix - Endocervix
RP13-379L11.2	Testis
RP13-379L11.1	Prostate
RP11-755E23.3	Testis
RPL23AP76	Testis
RPL23AP77	Testis
SOHLH2	Testis
RP11-115J16.1	Liver
RP11-115J16.2	Testis
RP11-115J16.3	Testis
RP11-813F20.1	Liver
RP11-813F20.4	Testis
RP11-444P10.1	Testis
RP11-814M22.2	Testis
RN7SL671P	Testis
RP11-317O24.1	Testis
AC096570.1	Testis
SLC6A10P	Testis
RP11-379J13.2	Testis
TUBBP9	Testis
RP1-65P5.1	Testis
RNU6-644P	Fallopian Tube
RP11-715I4.1	Brain - Cerebellum
CTD-2376I20.1	Cells - EBV-transformed lymphocytes
AC093323.1	Bladder
TOP3BP1	Cervix - Endocervix
RP11-342M21.2	Testis
LA16c-444G7.1	Ovary
LCE3A	Testis
RP11-846F4.11	Testis
RP11-162N7.1	Testis
RP11-137L10.5	Thyroid
RP11-744K17.9	Testis
RP4-788L20.3	Thyroid
RP11-361A21.3	Cells - EBV-transformed lymphocytes
AC023469.1	Testis
GS1-24F4.3	Testis
OR56A1	Testis
CTC-349C3.2	Testis
RP11-375D13.4	Testis
RP11-375D13.2	Testis
UBQLN3	Testis
AC018696.4	Esophagus - Mucosa
AC018696.5	Brain - Cerebellum
AC023481.1	Testis
MIR4688	Brain - Cortex
RP11-22P4.2	Testis
CTA-292E10.7	Cervix - Endocervix
AC006967.1	Testis
SSX4B	Testis
TMEM256P1	Brain - Cerebellum
RP11-341G5.2	Testis
RP11-341G5.1	Testis
NREP-AS1	Testis
RP11-557J10.5	Testis
RP11-578F21.4	Testis
RP11-686G23.2	Testis
RP11-328D5.1	Testis
RNA5SP258	Testis
RP11-232D9.3	Testis
RP11-745L13.2	Testis
RNA5SP252	Testis
MIR1302-2	Testis
MIR1302-3	Testis
LINC00708	Testis
LINC00705	Testis
LINC00703	Testis
LINC00700	Testis
LINC00701	Testis
RP11-715C4.1	Testis
U82670.4	Lung
RP11-626P14.1	Kidney - Cortex
IFNA13	Cells - EBV-transformed lymphocytes
CTD-2071N1.1	Testis
RP11-169N13.4	Testis
RP13-580B18.1	Testis
RP11-437F6.1	Testis
VCX2	Testis
RP11-184E9.1	Testis
LL22NC03-88E1.17	Spleen
RP11-778H2.1	Testis
RP11-478H13.3	Testis
RNU6-614P	Testis
LINC01039	Testis
LINC01038	Testis
LINC01037	Prostate
LINC01032	Testis
OR7E25P	Testis
CTA-357J21.1	Brain - Cerebellar Hemisphere
AC073218.3	Testis
AC073218.1	Testis
UGT2B28	Bladder
RP11-118K6.2	Prostate
RP11-75N6.3	Testis
GPX5	Testis
SLC22A2	Kidney - Cortex
AC073115.6	Testis
RNU1-124P	Vagina
SLC22A8	Kidney - Cortex
PRDM9	Testis
EFCAB3	Testis
AC005538.5	Prostate
KB-1460A1.2	Testis
RP11-270M14.4	Testis
MIR127	Brain - Hypothalamus
AC108056.1	Testis
RP11-46B11.2	Kidney - Cortex
RP11-893F2.15	Cervix - Ectocervix
CCNYL3	Testis
RPS20P10	Testis
SOCS2P2	Testis
CXorf27	Testis
OR51A6P	Testis
RP11-617D20.2	Ovary
MIR3689B	Testis
RP11-226L15.1	Small Intestine - Terminal Ileum
RP11-767C1.1	Testis
CTD-2007L18.5	Pituitary
RP11-452D21.2	Testis
RP11-452D21.1	Testis
NPM1P29	Testis
MIR1236	Liver
NPM1P21	Testis
RP11-809F4.2	Heart - Atrial Appendage
RP11-809F4.3	Testis
CLLU1	Cells - EBV-transformed lymphocytes
TEDDM1P1	Testis
RP11-6F2.3	Testis
HECW1-IT1	Testis
MTND4P14	Testis
PRKRIRP2	Brain - Cerebellum
RP11-542G1.2	Pituitary
PRKRIRP5	Testis
RP11-114O8.1	Testis
SAA3P	Testis
RP13-16H11.2	Testis
RP11-232L2.2	Kidney - Cortex
RP11-125M16.1	Testis
RP11-1E1.2	Testis
CTD-2313J23.1	Testis
PPP1R26P1	Testis
RP4-718N17.2	Prostate
AK4P4	Spleen
AC013444.1	Testis
RN7SKP264	Testis
RN7SKP265	Testis
RP11-529E15.1	Testis
HDAC1P1	Testis
SNORA38B	Ovary
KCNU1	Testis
H2BFM	Testis
OR2B7P	Testis
RP11-472G21.2	Testis
PLCB1-IT1	Testis
AC006380.3	Testis
HMGN1P26	Testis
CYP2T3P	Testis
RP1-228P16.5	Testis
RP1-228P16.4	Testis
RP1-228P16.3	Testis
SPCS2P1	Testis
RP11-556O9.3	Testis
RP11-556O9.2	Testis
HSPD1P16	Adipose - Subcutaneous
AC098828.2	Testis
HSPD1P10	Testis
RP11-276M12.1	Testis
RP11-612A1.1	Testis
MAGEA11	Testis
RNU1-96P	Testis
RP11-379I19.1	Testis
RP11-379I19.2	Testis
RP11-379I19.3	Testis
RP11-587H10.2	Testis
MORF4L2P1	Testis
RAG2	Thyroid
RP11-548K12.12	Testis
RP11-548K12.11	Testis
RP11-548K12.10	Testis
RP11-799O21.2	Testis
RP11-144G16.1	Testis
AC121251.1	Spleen
RP11-366M4.8	Cells - EBV-transformed lymphocytes
LINC00517	Cells - Transformed fibroblasts
RP11-366M4.6	Testis
S100A7A	Testis
RP11-351N4.4	Testis
RP4-760C5.5	Testis
RP11-237D3.1	Testis
IGLC4	Spleen
RP6-114E22.1	Testis
RP11-503L23.1	Testis
ITIH4	Liver
AC096554.1	Testis
AC006539.4	Thyroid
CST8	Testis
RP11-475C16.2	Testis
RP1-90J20.2	Testis
CT47B1	Testis
IGHVII-51-2	Testis
AC062032.1	Testis
ANKRD26P3	Testis
SNRPD2P2	Testis
RP11-227F19.2	Testis
UQCRBP2	Testis
RP11-15F12.3	Testis
RP11-325N19.3	Testis
HNRNPA1P34	Testis
RP11-871F6.3	Testis
RP11-383C6.2	Testis
RP11-33N16.2	Testis
TTC39DP	Testis
AC012322.1	Testis
RP11-522B15.7	Testis
HNRNPA1P38	Testis
RPS24P12	Testis
RP11-118E18.4	Testis
KRT43P	Skin - Sun Exposed (Lower leg)
AC004744.3	Testis
RP11-575I8.1	Testis
RP11-120A1.1	Testis
CTD-2138O14.1	Testis
ZNF723	Testis
ZNF729	Testis
RP11-543B16.3	Testis
AC007680.2	Testis
MIR431	Brain - Hypothalamus
AC007312.3	Testis
XXbac-B476C20.17	Muscle - Skeletal
LRRC37A14P	Testis
RP11-159D8.1	Testis
CTD-3118D11.3	Testis
RP11-314N2.2	Kidney - Cortex
AP000289.6	Testis
RP5-928E24.2	Testis
RP11-737F9.2	Testis
RP11-168E17.1	Testis
RP11-544D21.2	Testis
CCNB1IP1P2	Testis
AC010907.2	Testis
AP001340.1	Cells - EBV-transformed lymphocytes
CTD-2613O8.1	Testis
CFL1P2	Testis
CFL1P8	Testis
RGSL1	Testis
RP3-448I9.1	Testis
RP3-448I9.2	Testis
KRTAP20-2	Testis
KRTAP20-4	Testis
AC019109.1	Testis
RNU4-74P	Testis
LRTM1	Spleen
RP11-506N2.1	Testis
RP11-132N15.1	Adrenal Gland
RP11-69H14.6	Testis
PNMAL2	Testis
RNY1P2	Brain - Cerebellum
RP11-386I14.3	Cells - Transformed fibroblasts
PPIAP26	Thyroid
PPIAP25	Testis
RP1-151B14.9	Cells - EBV-transformed lymphocytes
AP1B1P2	Testis
RP11-483E23.2	Testis
RP11-483E23.7	Testis
RP11-142L1.1	Testis
C14orf177	Testis
RP11-241F15.10	Testis
TMEM212-AS1	Testis
MKRN9P	Testis
RP11-690C23.4	Testis
RP11-690C23.2	Testis
RP11-14H3.3	Testis
RP11-316I3.2	Adrenal Gland
NF1P8	Testis
NF1P2	Testis
NF1P3	Testis
NF1P4	Testis
OR2U1P	Testis
NF1P6	Testis
SPACA5	Testis
SPACA7	Testis
bP-21201H5.1	Testis
FRG2C	Testis
RP11-517B11.6	Prostate
RP11-555J4.3	Testis
RP11-555J4.4	Testis
RN7SL114P	Small Intestine - Terminal Ileum
RP11-167N24.4	Testis
RP11-749H17.1	Testis
RP11-178L8.5	Testis
RP11-400N13.1	Testis
RP11-501J20.2	Testis
RN7SKP113	Testis
RP11-770E5.2	Testis
RP11-982M15.5	Nerve - Tibial
RN7SKP114	Testis
RN7SKP118	Testis
AC018442.1	Skin - Sun Exposed (Lower leg)
RP11-165H4.2	Testis
RP11-399E6.2	Testis
AC026150.6	Testis
LINC01052	Testis
RNU6-375P	Cervix - Endocervix
LINC01059	Adrenal Gland
AC010878.3	Whole Blood
RP11-226F19.1	Testis
CTD-2251F13.1	Cells - Transformed fibroblasts
RP4-781K5.9	Skin - Sun Exposed (Lower leg)
RP11-133L14.2	Testis
CTD-3023L14.1	Testis
CTD-3023L14.2	Testis
CTD-3023L14.3	Testis
SPATA31D3	Testis
RP11-296I10.5	Adrenal Gland
RP11-318I4.1	Testis
CT47A12	Testis
AL365331.2	Testis
C9orf135-AS1	Testis
DYDC1	Testis
RP11-735B13.2	Testis
RP11-226P1.2	Testis
RP11-226P1.3	Testis
RP11-3P22.2	Testis
GS1-279B7.1	Testis
RP11-1E11.1	Testis
AL355388.1	Ovary
RPS27P15	Cervix - Ectocervix
RP11-185E12.2	Testis
RP5-1125A11.4	Testis
RP11-263E1.1	Testis
RP11-794P6.1	Testis
AC005029.1	Testis
RP4-778K6.1	Testis
NPM1P47	Pituitary
NPM1P46	Cells - EBV-transformed lymphocytes
RP11-453A12.1	Testis
AC136896.2	Testis
AC136896.1	Testis
AC096669.1	Thyroid
SNORD116-1	Testis
RP11-849F2.10	Testis
SNORD116-2	Testis
RP11-609L23.1	Testis
RP11-27G24.3	Ovary
AC004485.3	Kidney - Cortex
RP11-64B16.5	Testis
RP11-2L4.1	Testis
RN7SL301P	Spleen
RP11-267M23.7	Testis
AIPL1	Testis
RP11-669B18.1	Testis
RP11-353M9.1	Prostate
OR56A3	Testis
LL22NC03-63E9.3	Testis
RP11-65J21.1	Testis
RP11-83A16.1	Testis
AP000439.5	Testis
FAM58BP	Testis
RP11-500M8.4	Testis
AC006014.8	Testis
RP11-44L9.2	Testis
RP11-810B23.1	Pancreas
AP000354.2	Testis
RP11-307C19.3	Testis
GPC6-AS1	Testis
RP11-318G21.4	Testis
RP11-1079H9.1	Testis
AC091969.1	Spleen
CTC-543D15.1	Testis
DDX11L16	Testis
RP11-517A5.6	Testis
RP11-517A5.7	Thyroid
RHOXF2B	Testis
C11orf71	Cervix - Endocervix
RP11-219B4.6	Testis
C11orf72	Testis
RP11-152O14.4	Testis
SPATS1	Testis
CST11	Testis
AC005229.5	Testis
RP1-29G21.1	Testis
RP11-33E24.3	Testis
RP11-275I4.2	Cells - EBV-transformed lymphocytes
RP1-206D15.3	Testis
RP11-88I21.1	Testis
TUBAP	Testis
RP11-203B7.1	Testis
RP11-645C24.4	Testis
RP11-339F13.2	Testis
AC020910.1	Testis
AC012462.3	Testis
AC007003.1	Testis
RP11-61G19.1	Cells - EBV-transformed lymphocytes
RP11-147C23.1	Testis
RP11-382M14.1	Testis
RP11-625H11.2	Testis
RP11-625H11.1	Testis
AC114812.9	Liver
CTD-2046J7.1	Uterus
AC073465.1	Testis
RP11-20I23.6	Cervix - Endocervix
RP11-115F18.1	Testis
RP11-277K23.1	Testis
IGKV1D-43	Spleen
LUZP4	Testis
GPC6-AS2	Testis
OR10J1	Testis
ZNRF2P3	Pituitary
AC009229.5	Nerve - Tibial
AC018890.4	Testis
RP11-152O14.1	Testis
C8orf87	Testis
C1orf195	Testis
RP11-114N19.5	Thyroid
H1FOO	Testis
RP11-114N19.2	Thyroid
RP11-158I3.3	Testis
SLC7A13	Testis
RP11-40G16.1	Testis
RP11-526P5.1	Testis
RP11-526P5.2	Testis
