Oxsr1	Slc12A2	0.309
Nle1	Ywhae	0.081
Hsd3B7	Rpl23	0.081
Usp5	Ywhae	0.081
Cgnl1	Eed	0.126
Dlgap3	Rgs12	0.309
Lyn	Rasa1	0.21
Ca12	Hsd3B4	0.081
Iqgap1	Klhl40	0.21
Sla2	Zap70	0.21
Diras2	Ywhab	0.081
Hmg20B	Rnf2	0.126
Bcl2L11	Btrc	0.21
Cenpc	Cpsf3	0.126
Ccnt2	Cdk9	0.126
Med16	Tp73	0.183
Per2	Prkcdbp	0.454
Pbrm1	Ywhae	0.081
Bag6	Gnai3	0.183
Fahd2	Hsd3B4	0.081
Champ1	Ywhae	0.081
Nr1H3	Rxra	0.183
Nacc1	Znf281	0.126
Eed	Tjp1	0.126
Ccp110	Stat3	0.183
Fbxo32	Pgam2	0.126
Calm3	Ccp110	0.183
Ndn	Tyw1	0.183
Ppp2Ca	Unc5B	0.21
Rab27A	Sytl5	0.21
Crkl	Gab1	0.309
Pitx3	Sox15	0.183
Nanog	Znf609	0.396
Arpc5L	Ywhae	0.081
Il12Rb2	Jak2	0.21
Mapk1	Nanog	0.623
Hmga2	Mogs	0.126
Runx2	Ywhae	0.081
Trpm7	Ttn	0.126
Gnl2	Ywhae	0.081
Wnt10A	Ywhaz	0.126
Itga9	Sat1	0.21
Hdac3	Suv39H1	0.21
Irs1	Ppp2R1A	0.376
Hsd11B2	Ywhae	0.081
Rara	Rps5	0.21
Ilf2	Ywhae	0.081
Calr	Clstn1	0.126
Crem	Hdac1	0.523
Ccdc64B	Rab3A	0.126
Cttn	Kcnma1	0.21
Actr6	Dmap1	0.126
Gadd45G	Pcna	0.21
Hsd3B7	Manf	0.081
Grin2B	Prdx1	0.126
Dlg2	Fzd4	0.21
Inpp5D	Sh3Kbp1	0.236
Aldoa	Hbb-B1	0.21
Axin1	Yap1	0.21
Rnf168	Tp53Bp1	0.569
Pgls	Pgm1	0.081
Eef1A1	Nphp1	0.236
Nmt1	Ywhae	0.081
Prkar1A	Uqcrb	0.183
Fbxo32	Uba52	0.126
Atf3	Hdac2	0.21
Gtf2H4	Ywhae	0.081
Myod1	Suv39H1	0.507
Exoc3	Ywhab	0.081
Rnf2	Znf687	0.126
Map9	Ywhae	0.081
Itpr1	Ufd1L	0.21
Hdac6	Vcp	0.376
Dnttip1	Nanog	0.332
Cdk2	Cdkn1A	0.74
Chil4	Ywhae	0.081
Nhlh2	Sirt1	0.21
Ezh2	Pcca	0.126
Eed	Ilf2	0.126
Sptbn1	Ywhaz	0.298
F2Rl2	Smad1	0.309
Map3K7	Map3K7	0.416
Polr2A	Wdr5	0.376
Q9Db22	Ywhae	0.081
Kit	Kitlg	0.454
Shb	Shb	0.49
Fbxw11	Nfkbia	0.309
Tln1	Ywhaz	0.081
Eed	Rfc4	0.126
Becn1	Pik3C3	0.692
Foxp3	Zcchc8	0.126
Iigp1	Ywhae	0.081
Atxn10	Ywhae	0.081
Asxl2	Suz12	0.21
Csf1R	Stat3	0.126
Anpep	Mep1B	0.126
Rpl14	Ywhab	0.081
Lama5	Lamb1	0.21
Alx4	Cdx4	0.183
Gsc	Tbx21	0.183
Dlg4	Eef1G	0.236
Bach1	Hmmr	0.033
Fabp4	Ywhae	0.081
Arhgef1	Macf1	0.183
Cbl	Sh2B2	0.731
Mospd1	Ywhae	0.081
Eed	Sec24A	0.126
Eed	Rps2	0.126
Gopc	Grid2	0.659
Grin1	Ywhab	0.081
Kif23	Tex14	0.309
Khk	Pgls	0.081
Cask	Lin7C	0.309
Kdm5A	Suz12	0.332
Mybbp1A	Smarca4	0.21
Rai14	Tcf3	0.183
Lef1	Tcf7	0.21
Ehd2	Ywhae	0.081
Itpr1	Ywhae	0.081
Men1	Ppara	0.21
Pgls	Sephs1	0.081
H2Afz	Hsd3B4	0.081
Psmc1	Ubc	0.126
Hdac1	Pou5F1	0.49
Cdc45	Rpgrip1L	0.126
Hdac1	Ywhae	0.081
Arfip2	Ywhae	0.081
Bsn	Ywhab	0.081
Nedd4	Wbp1	0.702
Wbp2	Ywhae	0.081
Timm21	Ywhae	0.081
Mog	Prnp	0.236
Aldoa	Dlg4	0.236
Eed	Rps13	0.126
Tfg	Tssk2	0.126
Mecr	Ywhab	0.081
Grb2	Vav1	0.183
Mllt3	Rnf2	0.454
Chd4	Eed	0.126
Ppp1R15A	Traf6	0.21
Kat2A	Taf6L	0.236
Eif4B	Ywhab	0.081
Amelx	Ppp1Ca	0.309
Camkk2	Csf1	0.21
Atg5	Ripk1	0.236
Gsc	Hdac11	0.21
Kif3A	Kifap3	0.507
Gmeb1	Rag1	0.309
Elmsan1	Ywhae	0.081
Hgs	Snap25	0.309
Iqgap1	Pafah1B1	0.376
Dmbx1	Otx2	0.659
Acot2	Hsd3B4	0.081
Lrp2	Rpgrip1L	0.126
Hsd3B4	Itgb1	0.081
Blk	Pik3R1	0.21
Jak2	Pik3R1	0.507
Ccnd3	Fbxl2	0.623
Atf2	Tle1	0.416
Carm1	Hist1H3I	0.332
Csrp2Bp	Dr1	0.309
Fhl1	Traf6	0.183
Nsf	Ywhab	0.081
Eed	Samm50	0.126
Ezh2	Snd1	0.126
Gabbr1	Ywhab	0.081
Cbfa2T3	Tcf4	0.126
Trim71	Ubc	0.21
Rplp2	Ywhae	0.081
Aire	C1Qbp	0.236
Ss18	Tle1	0.236
Mark2	Ywhag	0.236
Nanog	Rbm4B	0.236
Rpl23	Tial1	0.21
Hmga2	Mcm4	0.126
Ndfip1	Tsg101	0.126
Mogs	Ywhae	0.081
Porcn	Wnt7A	0.21
Pick1	Pick1	0.332
Ikbkg	Ywhae	0.081
Ago2	Herc6	0.21
Sox9	Zbtb7A	0.21
Hsd3B4	Tomm70A	0.081
Cdk9	Ncl	0.126
Eme1	Mus81	0.309
Snap25	Snca	0.61
Med15	Tfcp2L1	0.126
Eed	Ttc27	0.126
Mta3	Pou5F1	0.49
Hoxc4	Sox8	0.309
Dnm3	Ywhae	0.081
Ezh2	Ruvbl2	0.126
Dlg1	Fzd4	0.21
Eif4G1	Ywhae	0.081
Hsd3B4	Hspd1	0.081
Rpl4	Ywhab	0.081
Mavs	Psma7	0.21
Sftpd	Ywhae	0.081
Got1	Prdx2	0.21
Mapk1	Mknk1	0.183
Rgs16	Yif1B	0.183
Edc3	Ywhae	0.126
Fbxo32	Myl6B	0.126
Thnsl2	Ywhae	0.081
Irf2Bp1	Ywhae	0.081
Adrb2	Gria1	0.21
Arl6Ip4	Hmga2	0.126
Bach1	Mafg	0.033
Hmgb1	Tp53	0.523
Cryab	Rpgrip1L	0.126
Mapk1	Mknk2	0.332
Prkaca	Ywhae	0.081
Dtx1	Prkcq	0.376
Hmga2	Prmt5	0.126
Dlg1	Lck	0.376
Eed	Gpi	0.126
Pou5F1	Sall1	0.332
Jak2	Socs3	0.623
Pdcd6Ip	Sh3Gl1	0.454
Rpl12	Ywhaz	0.081
Hsd3B4	Krt13	0.081
Mapk8	Wwox	0.21
Src	Src	0.332
Eef1A1	Ezh2	0.126
Eed	Rpl27	0.126
Hmga2	Sdc4	0.126
Eed	Pnn	0.126
Mars	Ubc	0.126
Pml	Ube3A	0.21
Hsd3B7	Rpl7	0.081
Rbbp9	Ywhaz	0.081
Luzp1	Med1	0.126
Pgls	Zc3H14	0.081
Hsph1	Ywhab	0.081
Scamp1	Syp	0.309
Clstn1	Syt1	0.126
Phb	Ywhae	0.081
Hmga2	Q5Fw75	0.126
Ryr1	Sp3	0.183
Cd3E	Vav1	0.21
Prkce	Q9R0B8	0.21
Pde4B	Ywhae	0.081
Ep400	Nphp4	0.236
Amfr	Hsd3B7	0.081
Cdk9	Fnbp4	0.126
Chn2	Rac1	0.21
Arntl	Csnk1E	0.354
Actg1	Fbxo32	0.126
Eed	Nhp2L1	0.126
Stat3	Tmf1	0.21
Crk	Pxn	0.21
Grin2B	Lin7A	0.126
Hsd3B7	Myh9	0.081
E4F1	Gmeb2	0.183
Foxp3	Map2K7	0.126
Itgb5	Ndn	0.183
Ruvbl2	Sall4	0.236
Btk	Ppm1G	0.183
Arhgap35	Ywhae	0.081
Cdk1	Eed	0.126
Kri1	Ywhae	0.081
Hsp90Aa1	Traf6	0.21
Pcbd1	Pcbd2	0.21
Panx1	Pycard	0.21
Ache	Ywhae	0.081
Atf2	Mapk14	0.539
Canx	Hsd3B4	0.081
C1Qbp	Ywhab	0.081
Ddah1	Dlg4	0.236
Grin1	Rac1	0.49
Cul1	Fbxo2	0.21
Dnm1L	Pgls	0.081
Barhl1	Med31	0.183
Ppp1Cb	Ywhab	0.081
Polr1B	Polr1E	0.21
Aicda	Rpa2	0.21
Mpst	Ywhaz	0.081
Kcnma1	Myh1	0.332
Pds5A	Ywhae	0.081
Gclc	Gclm	0.396
Copa	Ezh2	0.126
Bsg	Ywhaz	0.081
Grin1	Grm5	0.126
Pou5F1	Rybp	0.332
Nanog	Ruvbl2	0.126
Abcg2	Ywhaz	0.081
Hmga2	Ptprg	0.126
Cenpc	Tfip11	0.126
Ccna2	Cdk2	0.908
March5	Unk	0.126
Irf3	Zbp1	0.21
Atf7Ip	Ywhab	0.081
Ubc	Vegfa	0.21
Cdh1	Cdk5R1	0.21
Apex2	Trpm7	0.126
Cep89	Pspc1	0.126
Ruvbl2	Ywhae	0.081
Ptk2	Ptk2	0.332
Atp1A2	Vamp2	0.236
Flad1	Pgls	0.081
Pgls	Psme1	0.081
Acsl5	Hsd3B7	0.081
Gnb1	Prnp	0.126
Drd2	Pawr	0.376
Abat	Hsd3B4	0.081
Capza2	Nanog	0.126
Atp1A1	Cacna1D	0.126
Mlf2	Ywhae	0.081
Hsp90Aa1	Pgls	0.081
Chd5	Hdac1	0.21
Nucb1	Ywhae	0.081
Hrsp12	Pgls	0.081
Smc1B	Stag1	0.21
Top2A	Unk	0.126
Rnf220	Ube2E3	0.21
Ctnnb1	Unk	0.126
Npm1	Sumo3	0.21
Slc12A5	Ywhab	0.081
Hmga2	Kpnb1	0.126
Itga2	Ywhae	0.081
Foxp3	Smchd1	0.126
Dpp6	Prnd	0.21
Sos1	Spry2	0.376
Ezh2	Tcp1	0.126
Bax	Cox4I1	0.126
Rplp1	Ubc	0.126
Ikbkg	Tlr4	0.21
Hdac6	Rpgrip1L	0.126
Swap70	Ywhae	0.081
Hsd3B7	Mlec	0.081
L1Cam	Ptk2	0.376
Ephb2	Grip1	0.454
Napsa	Ywhae	0.081
Gapvd1	Ywhae	0.081
Atp5O	Eed	0.126
Hoxa9	Nkx2-1	0.183
Calm3	Hsd3B4	0.081
Alx4	Foxa1	0.183
Hsd3B4	Pls3	0.081
Thbs1	Ywhae	0.081
Q80Uy1	Ywhah	0.126
Becn1	Zbtb24	0.21
Gnai3	Ncl	0.183
Cited4	Ezh2	0.183
Eef1A1	Unk	0.126
Ggn	Oaz3	0.74
Ctbp1	Hdac9	0.183
Akt1	Insr	0.21
Galnt11	Hsd3B4	0.081
Myo5A	Slc17A9	0.309
Map2K2	Nck1	0.183
Rtn3	Ywhae	0.081
Anks4B	Ush1C	0.21
Sox2	Trrap	0.236
C3	Pgls	0.081
App	Stx12	0.236
Ddx5	Ywhab	0.081
Phlda3	Ywhah	0.126
Cenpj	Stat5A	0.21
Matr3	Ywhaz	0.126
Hsd3B7	Maob	0.081
Ep300	Kat2B	0.554
Hmga2	Q6Zpe9	0.126
Eed	Ssr4	0.126
Atp6V1G1	Lamp2	0.126
Lap3	Pgls	0.081
Grin1	Hras	0.236
Ehd1	Hmga2	0.126
Smad2	Zeb2	0.183
Actr2	Ywhaz	0.081
Eed	Pex1	0.126
Hspa12A	Ywhae	0.081
Anp32E	Ubc	0.126
Slc25A12	Ywhab	0.081
Evpl	Ywhae	0.081
Pabpc1	Ywhaz	0.081
Msra	Ywhaz	0.081
Phyhd1	Ywhae	0.081
Sox8	Utf1	0.21
Sin3A	Smad4	0.21
Crk	Ywhaz	0.332
Pfdn5	Ywhae	0.081
Akap1	Dnm1L	0.376
Gab2	Grap2	0.21
Clpp	Ywhae	0.081
Xdh	Ywhae	0.081
Hist4H4	Mks1	0.126
Hist4H4	Nphp1	0.126
Hmga2	Lin54	0.126
Amy1	Fth1	0.21
Ccnb1	Ppp1Cc	0.126
Hsd3B4	Lyplal1	0.081
Med24	Tfcp2L1	0.126
Isl2	Lhx4	0.183
Sept7	Ywhaz	0.126
Cul4A	Hoxb4	0.309
Foxo1	Lrpprc	0.21
Foxp3	Plec	0.126
Ogdh	Ywhaz	0.081
Acaa1A	Ywhae	0.081
Npm1	Sumo2	0.21
Myl1	Ywhae	0.081
Lamp1	Vti1B	0.126
Eed	Nckap1	0.126
Ptpn11	Ywhae	0.081
Pygo1	Ssbp2	0.183
Hdgf	Kat5	0.126
Wbp11	Ywhae	0.081
Aldoa	Pgls	0.081
Eif3I	Eif4G1	0.376
Hsd3B7	Rps19	0.081
Eed	Prdx1	0.126
Eed	Limch1	0.126
Cbl	Tnfrsf11A	0.376
Aire	Srsf1	0.236
Grin2B	Phb2	0.126
Ncoa2	Pparg	0.309
Bin1	Mtm1	0.454
Cfb	Ywhae	0.081
Keap1	Keap1	0.49
Nfam1	Zap70	0.21
Eed	Paics	0.126
Leprotl1	Unk	0.126
Anln	Eed	0.126
Dnajc7	E9Q735	0.454
Atp1A1	Pou5F1	0.126
Amy1	Hbb-B2	0.21
Arntl	Ppp1Ca	0.126
Rps11	Ubc	0.126
Arnt	Grin1	0.126
Polr2B	Tada2A	0.126
Vcam1	Ywhae	0.081
Hells	Tfcp2L1	0.236
Sumf1	Ywhae	0.081
Idh1	Ywhae	0.081
Krt6A	Nphp4	0.126
Cdk8	Tfcp2L1	0.126
Tmod1	Ywhae	0.081
Stx4	Vamp2	0.21
Hdac4	Mef2C	0.21
Pcna	Tcf3	0.126
Ncapd2	Tcf3	0.126
Ccar2	Sox2	0.126
Gnb1	Gng2	0.309
Esrrb	Hcfc1	0.126
Pgls	Psmc6	0.081
Mapkap1	Rictor	0.61
Eif1	Ywhae	0.081
Bclaf1	Socs1	0.21
H3F3B	Hsd3B4	0.081
Pigk	Ywhae	0.081
Hoxb1	Sirt1	0.183
Olig2	Tcf3	0.507
Lhx9	Pygo1	0.183
Kcnma1	Prph	0.236
Itpr1	Ywhaz	0.196
Rab12	Slc36A4	0.126
Mrpl11	Ubc	0.126
Rnf41	Sap130	0.309
Pik3Cb	Pik3R3	0.183
Eif2B2	Ywhae	0.081
Gata4	Ubc	0.376
Mcf2	Mitd1	0.183
Gnaq	Ywhae	0.081
Aspdh	Pgls	0.081
Mavs	Traf3	0.376
Irf5	Ubc	0.376
Fbxo32	Hbb-B2	0.126
Dennd1A	Itsn1	0.376
Cryl1	Ywhae	0.081
Atg5	Map1Lc3A	0.21
Polr2I	Ywhae	0.081
Fam189B	Ywhaz	0.126
Cltc	Ywhaz	0.081
Kiaa0020	Ywhae	0.081
Rnf2	Wdr18	0.126
Adh1	Pgls	0.081
Rpl9	Ywhaz	0.081
Grin2B	Ptpn11	0.332
Ighm	Ms4A1	0.376
Hsd3B4	Q8Bh86	0.081
Ezh2	Hspa9	0.126
Bclaf1	Jarid2	0.332
Nr1H4	Rara	0.21
Cebpb	Hdac1	0.376
Ncln	Ywhaz	0.081
Banf1	Hsd3B7	0.081
Mbd3	Pou5F1	0.554
Eya1	Six3	0.21
Blnk	Sh3Kbp1	0.183
Hsd3B4	Plg	0.081
Eed	Galk1	0.126
Hsd3B4	Sod1	0.081
Brd2	Med21	0.21
Mks1	Tuba1B	0.236
Acaa1A	Ywhaz	0.081
Enam	Sep15	0.309
Gatad2B	Pou5F1	0.49
Gria1	Grin1	0.21
Apoa5	Hsd3B7	0.081
Gpd1L	Ywhae	0.081
Pbx1	Tcf21	0.183
Dpysl4	Ywhab	0.081
Mapt	Ywhab	0.274
Clstn1	L1Cam	0.196
Fmr1	Fxr1	0.21
Fahd1	Ywhaz	0.081
Syp	Tuba1C	0.126
Foxp3	Hnrnpll	0.126
Rpl32	Ubc	0.126
Csf1R	Grap2	0.454
Itga7	Swap70	0.454
Ankrd1	Fth1	0.309
Foxp3	Rrm2	0.126
Inpp5D	Plcg1	0.21
Sfrp4	Wnt3A	0.309
Hnrnpul1	Ywhae	0.081
Jak2	Socs5	0.309
Brap	Syne2	0.376
Akr1D1	Ywhae	0.081
Hoxa13	Smad1	0.309
Hdac1	L3Mbtl2	0.21
Dlg4	Hspa1L	0.236
Atp5B	Ftl1	0.21
Eif4E2	Eif4Ebp1	0.309
Ap2B1	Hsd3B4	0.081
Mapkapk2	Phc2	0.863
Cyb5B	Ywhaz	0.081
Ahctf1	Hmga2	0.126
Zbtb33	Zbtb33	0.21
Fadd	Ripk1	0.702
Hsd3B7	Tln1	0.081
Nkd2	Zscan2	0.183
Slc4A4	Ywhae	0.081
Atp1A1	Ywhaz	0.081
Rpap3	Ywhah	0.126
Apaf1	Ppp1Ca	0.236
Hist4H4	Prkce	0.126
Clu	Prnp	0.236
Jun	Tdg	0.033
Adssl1	Pgls	0.081
H3F3B	Mcm7	0.126
Ripk1	Sqstm1	0.21
Bcl2A1	Bmf	0.523
Fbxl16	Ppp2R2A	0.376
Dync1I2	Ywhaz	0.081
1190002N15Rik	Grid2	0.21
Atxn3	Hspa8	0.21
Fgg	Hsd3B7	0.081
Ighg1	P01837	0.309
Bax	Tomm20	0.126
Adipor1	Appl2	0.21
Psmc6	Psmd4	0.21
Nkx2-1	Vsx1	0.183
Eif4E	Eif4G3	0.21
Eed	Tjp2	0.126
Mcf2	Tgfb1I1	0.183
Hk2	Pou5F1	0.126
Cox15	Eed	0.126
Eed	Sec31A	0.126
Eif3D	Ywhae	0.081
Becn1	Myd88	0.376
Max	Pcgf6	0.126
Foxp3	Gtf2B	0.126
Myef2	Rpgrip1L	0.126
Actn4	Pgls	0.081
Ezh2	Tox4	0.126
Bcl2L1	Bcl2L11	0.569
Prl7A2	Ywhae	0.081
Cryab	Plcg2	0.183
Ripk1	Tax1Bp1	0.376
Ddt	Ywhae	0.081
Psmd4	Psmd5	0.21
Invs	Ywhaz	0.126
Crkl	Zap70	0.21
Cic	Ywhae	0.081
Q9D882	Slc39A11	0.126
Cers2	Hsd3B7	0.081
Cap1	Dlg4	0.126
Dnmt3B	E2F6	0.126
Atp5A1	Grin2B	0.126
Npm1	Nup50	0.21
Nop9	Ywhae	0.081
Kmt2B	Nanog	0.236
Dnajc6	Ywhae	0.081
Sptbn1	Unk	0.126
Amdhd2	Ywhaz	0.081
Atp6V1A	Cct6A	0.126
Ccnh	Ywhae	0.081
Hoxa2	Zdhhc16	0.183
Ar	Hspa5	0.21
Ccdc64B	Rab12	0.126
Polr2B	Tfcp2L1	0.126
Aldob	Hsd3B4	0.081
Pgls	Suox	0.081
Sox2	Sox5	0.126
Pou5F1	Suds3	0.126
Ptrf	Ywhae	0.081
Selenbp1	Ywhae	0.081
Grin1	Grin2A	0.922
Ap2M1	Pgls	0.081
Ak1	Fbxo32	0.126
Cbx3	Rbl2	0.21
Hsd3B4	Letm1	0.081
Abcd1	Abcd3	0.21
Tra2B	Unk	0.126
Dlg4	Kcna1	0.332
Jak3	Stat5A	0.21
Cit	Ttc3	0.21
Cdk8	Esrrb	0.126
Marcks	Ywhae	0.081
Trex1	Trex1	0.332
Lin7C	Yap1	0.21
Kras	Raf1	0.183
Nacc1	Pou5F1	0.416
Rrp9	Ywhah	0.126
Camk2A	Camlg	0.183
Crkl	Pik3R1	0.309
Ifngr1	Socs1	0.21
Foxp3	Pdcd4	0.126
Dvl2	Smurf1	0.236
Bax	Ppp1Cc	0.126
Ruvbl2	Trpm7	0.236
Dab2	Lrp2	0.21
Pak1	Zfp54	0.183
Aurka	Chfr	0.523
Hsd17B4	Ywhaz	0.081
Tln1	Ywhae	0.081
Tceb2	Ywhae	0.081
Cish	Socs2	0.21
Ndn	Nfx1	0.183
No66	Sp7	0.376
Hsd3B4	Picalm	0.081
Dtna	Ywhab	0.081
Gnai3	Hmga2	0.126
Maob	Ywhae	0.081
Eed	Ston2	0.126
Krt76	Mks1	0.126
Ppm1E	Ywhae	0.081
Aadac	Hsd3B7	0.081
Dazl	Dctn1	0.21
Cops2	Cul1	0.21
Uba52	Ywhae	0.081
Dok1	Pik3R1	0.21
Hdac7	Ncor2	0.21
Gtf2F1	Ywhae	0.081
Actg1	Eed	0.332
Fcho2	Ubc	0.21
Eed	Sart1	0.126
Epor	Pik3R1	0.21
L3Mbtl2	Sin3A	0.21
Atp5O	Hsd3B7	0.081
Mavs	Smurf1	0.21
Ndn	Otub1	0.183
Bgn	Enam	0.309
Rab37	Rims1	0.21
Eed	Zw10	0.126
Eed	Prdx2	0.126
Rab11B	Ywhae	0.081
Ccnt1	Ywhae	0.081
Pitpnm1	Ywhae	0.081
Gapdh	Ywhaz	0.081
Aplp1	Ywhae	0.081
Stoml2	Ywhab	0.081
Ptges3	Unk	0.126
Hsd3B4	Ivd	0.081
Hsf1	Rela	0.126
Eci2	Grid2	0.21
E2F5	Tfdp2	0.376
Eps15	Ywhae	0.081
Tfap2D	Tfap2D	0.472
Taf9	Tfcp2L1	0.126
Atg12	Fadd	0.21
Idi1	Ywhaz	0.081
Bad	Grin1	0.236
Gsta3	Pgls	0.081
Dlg4	Fabp3	0.236
Cops3	Gps1	0.21
Eed	Nsf	0.126
Ezh2	Hdac1	0.539
Grm8	Ranbp9	0.126
Iqcb1	Rcn2	0.126
Pgam5	Ywhae	0.126
Nlrx1	Ubc	0.21
Ech1	Pgls	0.081
Jade1	Tcf3	0.183
Hsd3B4	Myo1C	0.081
Dlg4	Gria2	0.396
Exoc7	Gria1	0.21
Pfdn2	Ywhah	0.126
Cdk12	Ywhae	0.081
Gabpa	Ywhae	0.081
Ctnnb1	Esr1	0.376
Prkce	Tmpo	0.21
Kdm1A	Unk	0.126
Ksr1	Ywhaz	0.454
Eed	Pip4K2C	0.126
Gdi1	Ywhae	0.081
Foxk1	Ywhae	0.081
Dock2	Mcf2	0.183
Mbd2	Sall4	0.236
Tubb2A	Ywhae	0.081
Dlx5	Nfe2	0.183
Itga3	Ywhae	0.081
Cbl	Csf1R	0.21
Tbk1	Tmem173	0.21
Ankrd1	Rps20	0.309
Pgls	Rpl15	0.081
Epc1	Myc	0.126
Eed	Flii	0.126
Klf4	Pou5F1	0.236
Sf3B5	Ywhae	0.081
Mmgt1	Ywhah	0.126
Eed	Farsb	0.126
Kin	Ywhae	0.081
Snap25	Ywhaz	0.126
Amelx	Col5A3	0.309
Akt1	Mapkap1	0.376
Traf3	Ubc	0.21
Aldob	Ywhae	0.081
Pecam1	Ptpn11	0.21
Hmga2	Mta2	0.126
Tmem30A	Unk	0.126
Eed	Stat3	0.126
Myod1	Smad2	0.21
Pkia	Prkaca	0.309
Fyb	Fyn	0.21
Cbx2	Ring1	0.671
Hsd3B4	Scarb2	0.081
Eed	Herc2	0.126
G6Pdx	Pgls	0.081
Eed	Ppp2R2A	0.126
Eed	Smc4	0.126
Kdm2B	Wdr5	0.126
Glt1D1	Nphp4	0.126
Krt8	Sqstm1	0.309
Cdkn1B	Rnf123	0.21
Iqsec1	Ywhab	0.081
Iqcb1	Sort1	0.126
Rpn2	Ywhab	0.081
Col2A1	Enam	0.309
Fbxo32	Ldb3	0.126
Cdk6	Hist1H1A	0.309
Gsta2	Ywhaz	0.081
Fis1	Lrrk2	0.21
Gfap	Myo5A	0.21
Vdac2	Ywhah	0.126
Brwd1	Smarca4	0.21
Trim24	Trim24	0.332
Creb1	Creb1	0.236
Cntn1	Dlg4	0.236
Pax6	Vsx2	0.183
Cblb	Cblc	0.21
Dab1	Vldlr	0.554
Dlg4	Grin2C	0.472
Mb	Ywhae	0.081
Ing4	Prkar1A	0.183
Cldn1	Tjp2	0.396
Arhgef28	Ywhah	0.583
Hsp90Ab1	Vcp	0.21
Eed	Ubr4	0.126
Hsd3B7	Tardbp	0.081
Pbrm1	Pts	0.126
Mapt	Ubc	0.21
Man2B2	Ywhae	0.081
Iqcb1	Psmb7	0.236
Reep3	Ywhae	0.081
Hsd3B7	Uqcrc2	0.081
Cbfa2T3	Tcf12	0.183
Ctnnb1	Pin1	0.21
Iqcb1	Magee1	0.236
Crkl	Hspd1	0.332
Kpnb1	Unk	0.126
Arhgef1	Ywhae	0.081
Ezh2	Slc25A4	0.126
Lifr	Pgls	0.081
Keap1	Sqstm1	0.891
Krt16	Ywhae	0.081
Braf	Kras	0.183
Chl1	Ywhae	0.081
Ckb	Hmga2	0.126
Eed	Gsk3B	0.126
Cct2	Pgls	0.081
Hrsp12	Ywhae	0.081
Apc	Pxn	0.126
Hist1H1C	Nanog	0.236
Tcp1	Ywhae	0.081
Ndufs1	Ywhaz	0.081
Eed	Top1	0.126
Cdk9	Taf7	0.126
Csf1R	Thoc5	0.454
Ehmt1	Ehmt2	0.21
F2	Ywhae	0.081
Itgb1	Vegfb	0.183
Ssbp2	Tnfaip3	0.183
Grsf1	Hmga2	0.126
Hsd3B7	Rpl3	0.081
Grin2B	Prkar2B	0.236
Dlg4	Napa	0.236
Atad5	Cdk9	0.126
Cask	Ywhab	0.081
Kpna4	Unk	0.126
Pgam1	Pgls	0.081
Hmga2	Mafg	0.126
Gsn	Nphp4	0.126
Eed	Mtf2	0.49
Cmas	Hsd3B7	0.081
Ctcf	Zbtb33	0.309
Arid1A	Hdac1	0.376
Pip5K1C	Syt1	0.126
Cbr4	Ywhae	0.081
Dpm1	Ywhae	0.081
Anxa2	Hsd3B4	0.081
Cyth3	Frmd4B	0.376
Arpc1A	Hsd3B4	0.081
Abl1	Ptpn11	0.376
Nos2	Ptgs2	0.21
Apoe	Ywhae	0.081
Mbnl2	Pgls	0.081
Acsf2	Ywhae	0.081
Hsd3B7	Vapa	0.081
Clic4	Ywhaz	0.081
Ctnnb1	Mapk9	0.21
Clstn1	Slc12A5	0.126
Atxn2	Sh3Kbp1	0.21
Rnf220	Sin3B	0.74
Gabbr1	Kif1B	0.21
Tax1Bp1	Ube2D3	0.21
Cnp	Gria2	0.126
Cdk9	Hsp90Ab1	0.126
Acta1	Snca	0.21
Cir1	Nxn	0.126
Wiz	Ywhae	0.081
Ephx1	Ywhae	0.081
Foxp3	Trmt1L	0.126
Rbbp7	Tet1	0.21
Cdk5	Ntrk2	0.21
Anxa5	Ywhae	0.081
Dnm1	Sh3Gl3	0.309
Psmd3	Psmd4	0.21
Syce1	Sycp1	0.376
Miox	Ywhae	0.081
Man1A1	Ywhae	0.081
Cbfa2T3	Spi1	0.21
Myo1E	Nanog	0.126
Aldh3A2	Hsd3B7	0.081
Bax	Foxp3	0.126
Itgb2	Slc39A7	0.183
Gria3	Sqstm1	0.21
Hsd3B7	Ifi35	0.081
Hdac1	Mybbp1A	0.376
Pcbp1	Ywhae	0.081
E9Pv24	Hsd3B7	0.081
Eed	Kifc1	0.126
Jak2	Prlr	0.21
Kpnb1	Ywhae	0.081
Enah	Src	0.309
Ctc1	Obfc1	0.21
Myh9	Nphp1	0.126
Atp6V1E2	Hsd3B4	0.081
Tagln2	Ywhae	0.081
Fam49B	Ywhah	0.126
Tmed4	Ywhaz	0.081
Cacybp	Mlf1	0.309
Pdzk1	Ywhae	0.081
Grm3	Ywhae	0.081
Hsd3B4	Nit2	0.081
Eed	Son	0.126
Jak2	Yes1	0.376
Nap1L4	Rpgrip1L	0.126
Ero1Lb	Hsd3B7	0.081
Coasy	Ywhae	0.081
Mapre1	Srcin1	0.21
Pcbd1	Polr1A	0.183
Cul1	Skp2	0.61
Mapk1	Vrk3	0.21
Hsd3B7	Rpl19	0.081
Dazl	Dctn2	0.126
Tpr	Ywhae	0.081
Sh3Bgrl3	Ywhaz	0.081
Cdk9	Leo1	0.126
Rab3B	Rims1	0.21
Pdia3	Pgls	0.081
Cycs	Fbxo32	0.126
