Ctnna1	Pcp2	0.21
Gnb3	Vamp2	0.236
Krtap4-2	Lce1G	0.126
Ccdc88A	Ywhaz	0.126
Ctnnb1	Pecam1	0.21
Blvrb	Pgls	0.081
E2F1	Ndn	0.569
Smad1	Smurf1	0.309
Chd4	Nanog	0.332
E2F1	Ndnl2	0.183
Prmt5	Tcerg1	0.309
Arnt	Esrrb	0.21
Rxrb	Tgif1	0.21
Arpc2	Eed	0.126
Nfe2	Zscan2	0.183
Smarcd2	Ywhae	0.081
Tead4	Wwtr1	0.183
Hsd3B4	Tkt	0.081
Actb	Cdk9	0.126
Id3	Runx1T1	0.126
Rcc2	Ywhah	0.126
Cul2	Ywhae	0.081
Iqsec2	Ywhab	0.081
Nedd4	Usp2	0.309
Acadsb	Ywhae	0.081
Map3K12	Map3K12	0.236
Ube2B	Unk	0.126
Lin28A	Mov10	0.21
Ces1D	Ywhae	0.081
Kpna2	Kpnb1	0.236
Iqgap1	Ubc	0.126
Hdac1	Hdac1	0.236
Kat2A	Med16	0.126
Alx4	Ldb1	0.183
Eed	Myadm	0.126
Gtf2E1	Tardbp	0.183
Oogenesin	Ralgds	0.74
Iqcb1	Tufm	0.236
Abcb7	Fech	0.126
Crx	Nr2E3	0.376
Acadvl	Hsd3B4	0.081
Axin1	Smad6	0.61
Git1	Pip4K2A	0.183
Snap25	Syt2	0.21
Cav1	Ncf1	0.21
Pgam1	Ywhae	0.081
Cct2	Eed	0.126
Adhfe1	Ywhae	0.081
Bcl11A	Sirt1	0.21
Angptl6	Nphp4	0.126
Prkce	Src	0.569
Hmga2	Mthfd1	0.126
Bola2	Ywhae	0.081
Msln	Ywhae	0.081
Eed	Txnl1	0.126
Fhl2	Prkar1A	0.183
Pcbp1	Rpgrip1L	0.126
Coro1C	Foxp3	0.126
Nphp4	Pde4D	0.126
Prkar2A	Ywhae	0.081
Arrb1	Cd247	0.126
Nfe2	Stat1	0.21
Q9Qzh1	Trpm7	0.126
Uqcrfs1	Ywhae	0.081
Bcor	Rnf2	0.416
Bak1	Vdac2	0.376
Fmo3	Hsd3B7	0.081
Dpf2	Smarca4	0.21
Hnrnpk	Prkce	0.126
Ccnd1	Cdk6	0.396
Rgs1	Skap2	0.183
Hsd3B4	Lrp1	0.081
Stx5	Ywhae	0.081
Invs	Lasp1	0.126
Eif5B	Ywhae	0.081
Arrb2	Ppp2Ca	0.309
Hsd3B4	Rpl10A	0.081
Bc021614	Pgls	0.081
Arl6	Bbs7	0.126
Jund	Sirt1	0.21
Cct2	Hmga2	0.126
Ctnnd1	Irs1	0.21
Park7	Ywhae	0.081
Hras	Zhx2	0.376
Klf3	Sqstm1	0.21
Pdlim5	Vcl	0.21
Hsd3B7	Rplp1	0.081
Nrxn1	Sytl3	0.21
Sh3Gl2	Ywhae	0.081
Atp6V0D1	Kcnma1	0.332
Pgls	Rnf20	0.081
H2Afy	Unk	0.126
Nfkbia	Sumo2	0.21
Rpl34	Ubc	0.126
Gipc1	Lrp2	0.286
Myd88	Ubc	0.21
Lrmp	Plcb2	0.183
App	Ncam1	0.21
Dnm2	Ryr1	0.183
Hmga2	Rfc5	0.126
Nkd2	Znf513	0.183
Hsp90Ab1	Traf6	0.21
S1Pr1	Src	0.21
Dpysl2	Kcnma1	0.332
Nphp4	Sac3D1	0.126
Gorasp2	Ywhae	0.081
Nphp4	Sdf4	0.126
Fip1L1	Ywhae	0.081
Ppp2R1A	Stub1	0.21
Pou2F1	Pou2F1	0.21
Mks1	Tubb5	0.236
Ldb1	Lmo4	0.183
Prkdc	Tfcp2L1	0.236
Hnrnpa2B1	Ppp2Ca	0.454
Kat2B	Myod1	0.731
Ldb1	Pygo1	0.183
Angptl2	Ywhae	0.081
Tfcp2L1	Trim33	0.236
Scn5A	Ywhae	0.081
Syt2	Vamp2	0.21
Ces2E	Hsd3B7	0.081
Itgb1	Tln1	0.523
Trpm7	Tubb5	0.126
Dyrk1A	Rcan1	0.376
Tpm1	Ywhae	0.081
Cdc42Bpb	Ywhab	0.081
Eya1	Neurog1	0.21
Cers2	Hoxd3	0.183
Hbb-B2	Hsd3B7	0.081
Rab11A	Ywhae	0.081
Pla2G4A	Prdx6	0.183
Hnf4G	Nkx2-1	0.183
Il17Rb	Traf6	0.21
Gfi1B	Rcor2	0.454
Thoc7	Ywhae	0.081
Krt79	Nphp3	0.126
Cyp3A41B	Pgls	0.081
Foxo3	Ubc	0.21
Cd247	Zap70	0.21
Mmel1	Ywhaz	0.081
Eed	Ncl	0.126
Anxa1	Ywhae	0.081
Grin1	Prkcg	0.49
Btg2	Smad1	0.21
Gsdma	Nphp4	0.126
Ehhadh	Hsd3B4	0.081
Rab3Ip	Ywhae	0.126
Map6	Ywhae	0.081
Pgls	Rpl7A	0.081
Ahi1	Hspa9	0.236
Bag5	Lrrk2	0.126
Eif3I	Ywhae	0.081
Eif3I	Rptor	0.236
Rab27A	Rph3Al	0.21
Foxp3	Plk1	0.126
Elac2	Ywhae	0.081
Asap1	Dtnbp1	0.309
Bach1	Xpo1	0.309
Chuk	Kif20B	0.183
Hsd3B4	Immt	0.081
Hipk2	Skor1	0.126
Gpsm2	Ywhae	0.081
Arpc1A	Ywhab	0.081
Pou5F1	Prpf4B	0.126
Rnd2	Syp	0.309
Atp2B3	Ywhab	0.081
Rbbp4	Tcf3	0.126
Dlg1	Ywhab	0.081
Cep290	Cep97	0.236
Foxp3	Noc4L	0.126
Rpl27	Ubc	0.126
Ccar1	Mdm2	0.376
Ewsr1	Zfp82	0.183
Inppl1	Ppp2R1A	0.21
Atp5D	Hmga2	0.126
Mapk8Ip1	Tab1	0.376
Pml	Ywhae	0.081
Nedd4	Tnik	0.21
Actb	Tpt1	0.21
Gbas	Hsd3B4	0.081
Q9Dc49	Ywhae	0.081
Cdh2	Hmga2	0.126
Ccnl2	Ywhae	0.081
Eef1G	Ywhaz	0.126
Aire	Rad21	0.236
Maged1	Ndn	0.731
Dlg4	Ube2N	0.236
Cacnb4	Ppp2Cb	0.21
Cdk1	Hist1H1A	0.671
Idh2	Ywhab	0.081
Slc9A3R1	Trpc4	0.21
Acvr2B	Inhba	0.309
Nfe2	Ubp1	0.183
Myo7A	Plekhb1	0.659
Gosr2	Ywhae	0.081
Rps24	Ubc	0.126
Hsd17B8	Ywhae	0.081
Ctsb	Pi4Kb	0.21
Foxa2	Nap1L1	0.21
Col8A1	Col8A1	0.332
Atp1A1	Slc8A1	0.21
Hlcs	Ywhae	0.081
Hspa8	Isg15	0.236
Fxn	Ywhae	0.081
Tnfaip3	Ube2D3	0.376
Eed	Prune	0.126
Adam17	Timp3	0.454
Pgam2	Ywhae	0.081
Arcn1	Hsd3B4	0.081
Stbd1	Ywhae	0.081
Actn4	Tjp1	0.523
Khdrbs1	Ncoa5	0.183
Kdm5D	Zbtb9	0.183
Psma2	Psmc6	0.081
Amph	Ywhae	0.081
Smap	Ywhah	0.126
Obfc1	Pot1B	0.376
Ctnnb1	Prop1	0.659
Hadha	Hsd3B7	0.081
Mks1	Rps27A	0.126
Akap13	Prkar2A	0.183
Gkap1	Prkg1	0.623
Apbb1	App	0.454
Ttc39C	Ywhaz	0.081
Psma1	Psma6	0.21
Ido1	Ubc	0.21
Calr	Lipc	0.21
Hdac1	Mta2	0.507
Fmnl1	Ywhae	0.081
Hdlbp	Ywhaz	0.081
Acat3	Hsd3B7	0.081
Bdh1	Grid2	0.21
Brca1	Nbn	0.126
Pgls	Rbbp4	0.081
Rara	Ywhab	0.21
Cd81	Hsd3B4	0.081
Eed	Znf516	0.126
Ago2	Matr3	0.21
Gria1	Grin2A	0.21
Hmga2	Spcs2	0.126
Cct7	Cct7	0.155
Setd7	Ywhae	0.081
Cul3	Foxp3	0.126
Pgls	Scp2	0.081
Jmjd1C	Tfcp2L1	0.126
Gstk1	Hsd3B4	0.081
Eya1	Sharpin	0.814
Adrm1	Psmb8	0.081
Rpa1	Tipin	0.376
Nphp1	Ubc	0.126
Asgr1	Pgls	0.081
Lat	Lcp2	0.21
Psmd14	Psmd4	0.21
E2F4	Rb1	0.126
Desi1	Uba5	0.21
L1Cam	Rab11A	0.126
Tial1	Ubtf	0.21
Grin2D	Ywhae	0.081
Fbxo32	Pcbp1	0.126
Cyp3A41B	Ywhae	0.081
Braf	Hras	0.309
Cul5	Socs2	0.354
Atp6V1A	Atp6V1B2	0.126
Minpp1	Ywhae	0.081
Gsk3B	Smad3	0.21
Hspa2	Hspa2	0.332
Dync1H1	Ywhaz	0.196
Nt5Dc2	Ywhae	0.081
Dmd	Elf1	0.126
Ptbp1	Ywhae	0.081
Fyttd1	Ywhae	0.081
Mpdz	Tjp1	0.126
Map1Lc3A	Tp53Inp2	0.21
Pfkl	Ywhab	0.081
Vps16	Ywhae	0.081
Pdgfrb	Wasl	0.376
Rdh11	Ywhae	0.081
Becn1	Q8K245	0.21
Tfg	Ywhae	0.081
Grin2B	Rab2A	0.126
Ldb1	Lmo2	0.183
Kcnma1	Rhoa	0.236
Stxbp2	Ywhaz	0.081
Nfasc	Ywhab	0.081
Myl9	Ywhae	0.081
Cnp	Ybx3	0.126
Aire	Ddx5	0.236
Son	Tnfrsf1A	0.183
Dnajb11	Hspa5	0.21
Msx1	Msx1	0.236
Dnmt3B	Ehmt2	0.623
Cacnb4	Eed	0.126
Stmn1	Ywhae	0.081
Apoa1	Pgls	0.081
Flna	Iqcb1	0.126
Dlg4	Napg	0.236
Cited4	Rbm39	0.183
Dlg4	Slc17A7	0.126
Uqcrh	Ywhae	0.081
Hdac1	Klf5	0.21
Hsd3B7	Nucb1	0.081
Gja1	Gjc1	0.376
Atp1A1	Gria2	0.126
Ddx1	Hsd3B4	0.081
Jak3	Sh2B1	0.21
Dctn1	Eed	0.126
Rpgrip1L	Rplp1	0.236
Amy1	Stbd1	0.21
Rps12	Ywhaz	0.081
Dlg4	Kcna4	0.396
Arl6	Bbs4	0.126
Lamp1	Plbd2	0.126
Ascl3	Ascl3	0.332
Prodh	Ywhaz	0.081
Bbs10	Cct3	0.126
Rpn2	Ywhae	0.081
Txnrd2	Ywhae	0.081
Gcsh	Hsd3B4	0.081
Gnaz	Ywhab	0.081
Fbxo32	Myh8	0.126
Hist2H2Ac	Ubc	0.126
Rpl15	Ywhaz	0.081
Med4	Ywhae	0.081
Gmnn	Spata24	0.671
Mrpl12	Ywhah	0.126
Pou5F1	Ptbp2	0.126
Omp	Ywhae	0.081
Fbxo32	Q6Pd19	0.126
Ddx3X	Hsd3B7	0.081
Cdc37	Cdk9	0.126
Rps28	Ywhaz	0.081
Clstn1	Tfrc	0.126
Pik3R1	Prkce	0.21
Rfwd2	Trib3	0.21
Hnrnpk	Ywhaz	0.081
Snrpa	Ywhae	0.081
Ptpn6	Stat1	0.21
Sptb	Ywhae	0.081
Rara	Rps13	0.21
Hbb-B1	Kcnma1	0.332
Ino80	Trpm7	0.126
Bcar1	Crkl	0.21
Eea1	Itgb2	0.21
Rnf20	Ywhae	0.081
Aacs	Ywhae	0.081
Pdzk1	Slc17A1	0.309
Acat1	Dlg4	0.236
Lgals7	Ywhae	0.081
Arid1A	Nanog	0.126
Gnai2	Ywhab	0.081
Ilk	Myh10	0.126
Clpp	Hsd3B4	0.081
Efnb1	Ptpn13	0.309
Ccdc64	Rab11B	0.126
Hsd3B4	Ndufb7	0.081
Kcnma1	Mpz	0.507
Ganab	Ywhae	0.081
Mdm2	Rpl11	0.808
Cp	Hsd3B4	0.081
Mapk14	Nbr1	0.21
Ngly1	Rps2	0.396
Eed	Nxn	0.126
Col5A1	Smad4	0.21
Uqcrc2	Ywhaz	0.196
Asb3	Ssbp3	0.183
Cbl	Eps8	0.21
Eed	Tsen15	0.126
Plec	Ywhaz	0.126
Dnajc10	Eed	0.126
Hsd3B4	Vill	0.081
Fkbp9	Ywhah	0.126
Fam21	Ywhae	0.081
Smarce1	Tcf3	0.183
Gnb2L1	Ywhaz	0.081
Acaa2	Nphp4	0.236
Aak1	Ywhab	0.081
Cers2	Rela	0.183
Got1	Mdh1	0.21
Uqcrc1	Ywhaz	0.081
Hdac1	Zbtb7A	0.376
Atad3	Ywhaz	0.126
Arid1B	E2F5	0.21
Reps1	Ywhae	0.081
Kcnab2	Ywhae	0.081
Cebpb	Ep300	0.21
Kdm6A	Rnf2	0.126
Tsn	Tsnax	0.309
Sox2	Xpo4	0.454
Hs1Bp3	Pgls	0.081
Rest	Sp3	0.376
Hnrnpab	Prkce	0.126
Hsd3B4	Rplp1	0.081
Atp5C1	Ezh2	0.126
Epb41L3	Ywhae	0.081
Ahi1	Myo15A	0.126
Hsd3B4	Rpl4	0.081
Brsk1	Shc1	0.183
Psma1	Psmb6	0.21
Pdcd6Ip	Sh3Gl2	0.396
Cep55	Pdcd6Ip	0.21
Arl2	Eed	0.126
Epn1	Ywhae	0.081
Ruvbl1	Ruvbl2	0.183
Efnb2	Ephb2	0.309
Igsf21	Ywhab	0.081
Ep300	Kat2A	0.309
Grip1	Nrip1	0.454
Hspa9	Itpr1	0.21
Mc3R	Msx1	0.309
Iqcb1	Psmb6	0.236
0610010K14Rik	Nanog	0.126
Hspa8	Nphp3	0.236
Poldip2	Ywhae	0.081
Dlg4	Grb2	0.236
Cenpc	Ythdc1	0.126
Med30	Tfcp2L1	0.126
2210010C04Rik	Cep290	0.126
Cadps2	Vamp4	0.126
Etfa	Hsd3B4	0.081
Bcl6	Cdkn2A	0.21
Cdc42	Cit	0.21
Dlx3	Ywhae	0.081
Bap1	Otud4	0.21
Aplp2	Rasal1	0.21
Gnmt	Pgls	0.081
Flnb	Mylk	0.183
H3F3B	Ywhae	0.081
Csnk2A1	Ywhae	0.081
Ank2	Kifap3	0.376
Akap8	Ywhae	0.081
Ass1	Hsd3B7	0.081
Epm2A	Gsk3B	0.21
Guca1B	Ywhae	0.081
Q9Cps8	Ywhae	0.081
Invs	Khsrp	0.126
Adam22	Ywhae	0.081
Cdc20	Sirt2	0.332
Mafb	Pax6	0.21
Cul4A	Rpgrip1L	0.126
Dll1	Mmp14	0.21
Actg1	Git1	0.126
Ppfia2	Ywhaz	0.126
Cav3	Sgca	0.126
Cenpc	Hspa1L	0.126
Paxip1	Ywhae	0.081
Pard3	Pvrl3	0.309
Aak1	Foxp3	0.126
Rbl2	Suv420H2	0.309
Nacc1	Tardbp	0.376
L3Mbtl2	Pcgf6	0.21
Ctsd	Hsd3B4	0.081
Prdx6	Ywhae	0.081
Atg14	Becn1	0.376
Fau	Sqstm1	0.21
Arpc1A	Ywhah	0.126
Hsd3B7	Rps15A	0.081
Lats2	Lbr	0.126
Ewsr1	Rai14	0.183
Copa	Unk	0.126
2210010C04Rik	Nphp4	0.126
Emx1	Id3	0.183
Eed	Rbm14	0.126
Suds3	Tet2	0.21
Mylk	Yaf2	0.183
Cp	Slc40A1	0.21
Ndn	Thoc5	0.183
Rhob	Ywhae	0.081
Sertad1	Trim24	0.309
Pdgfrb	Plcg1	0.309
Arntl	Kmt2A	0.21
Maged1	Msx2	0.731
Cttn	Pgls	0.081
Eed	Man1A2	0.126
Hdac1	Sp1	0.702
Ddx39B	Lmna	0.21
Txk	Ywhae	0.081
Q91V76	Ywhae	0.081
Cebpb	Ubc	0.21
Eed	Thada	0.126
Myo5A	Ywhab	0.081
Foxp3	Myef2	0.126
Prl8A9	Ywhae	0.081
Ppp1R9B	Ywhab	0.081
Psmd2	Zfand2A	0.21
Gar1	Ywhae	0.081
Optn	Sema4A	0.376
Hsd3B4	Ndufa10	0.081
Col4A3Bp	Ywhae	0.081
Ndrg1	Ywhaz	0.081
Hsd3B4	Purb	0.081
Grap2	Usp8	0.623
Sdpr	Ywhae	0.081
Eed	Exosc4	0.126
Ckb	Klc1	0.376
Hnrnpa0	Ubc	0.126
Hnrnpm	Ubc	0.126
Kmt2E	Tp53	0.376
Crip2	Hsd3B7	0.081
Ccnd1	Wdr77	0.376
Alb	Ywhae	0.081
Cited4	Zdhhc6	0.183
Abca8A	Nphp4	0.126
Apoc3	Ywhae	0.081
Tcf3	Tcf4	0.523
Epb41L2	Mpp6	0.454
Pax6	Vax2	0.183
Gtf2E2	Nfe2	0.183
Hax1	Plcg2	0.183
Rad51	Rad51Ap1	0.454
Htatsf1	Srsf2	0.033
Ikzf3	Uba2	0.309
Cdk9	Med26	0.126
Thbs2	Thbs2	0.236
Minos1	Unk	0.126
Grin2B	Myo1B	0.126
Cyp2D9	Ywhae	0.081
Foxp3	Taf6L	0.126
E2F6	Phc3	0.21
Bap18	Nanog	0.236
Hoxd13	Meis1	0.523
Hsd3B7	Rdh11	0.081
Gspt2	Ywhae	0.081
Dysf	Ywhaz	0.081
Acsl1	Ywhae	0.081
Cct5	Pou5F1	0.126
Tfcp2L1	Wiz	0.236
Tuba1B	Ubc	0.126
Mcemp1	Ywhae	0.081
Ap2M1	Rara	0.21
Nanog	Slc25A13	0.126
Ryr2	Vcp	0.183
Hsd3B4	Hsp90Aa1	0.081
Fadd	Tnf	0.21
Mrpl12	Ubc	0.126
Foxp3	Nop14	0.126
Lsamp	Prnp	0.236
Hp1Bp3	Rnf2	0.126
Mogs	Ywhab	0.081
Snrpg	Ywhae	0.081
Ift20	Ift88	0.376
Ik	Ywhae	0.081
Amer2	Tfg	0.126
Kcnma1	Lgals1	0.332
Sin3A	Sufu	0.21
Hck	Ywhae	0.081
Cdh2	Lrp6	0.21
Mapk1	Mbp	0.309
Anxa3	Ywhae	0.081
Capzb	Hmga2	0.126
Spi1	Trim33	0.21
Dlg4	Slc1A3	0.236
Rasgrf2	Ywhaz	0.126
Cyp2J5	Hsd3B4	0.081
Grin2B	Tuba1A	0.332
Sord	Ywhaz	0.081
Krt73	Nphp3	0.126
Ikbkb	Nfkbia	0.671
Eed	Rpsa	0.126
Cdk7	Ppargc1A	0.21
Cbl	Pxn	0.454
Ehmt1	Esrrb	0.126
Chd4	Rorc	0.671
Ppme1	Ywhae	0.081
Cops4	Cops5	0.21
Preb	Trip13	0.183
Hsd3B4	Mpst	0.081
Nlgn2	Ywhab	0.081
Hnf1B	Pcbd1	0.183
Calr	Ywhaz	0.081
Taf5L	Trrap	0.126
Cdt1	Cul4A	0.21
G3Bp2	Hsd3B7	0.081
Hbz	Pgls	0.081
Hsp90Ab1	Unk	0.126
Tceb1	Tmf1	0.21
Cenpc	Mis12	0.126
Pola1	Prim1	0.454
Pgm1	Ywhae	0.081
Ca3	Enam	0.309
Akap5	Grin1	0.126
Mapk14	Spag9	0.309
Nlgn2	Nlgn2	0.554
Copa	Hsd3B7	0.081
Hspa2	Nphp4	0.236
Clip1	Eed	0.126
Dach1	Eya3	0.21
Psmb5	Ywhae	0.081
Was	Zap70	0.376
Tuba4A	Ywhaz	0.081
Eed	Mta1	0.126
Uap1L1	Ywhae	0.081
Sri	Ywhae	0.081
Ddx24	Ywhae	0.081
Acvr2B	Tdgf1	0.21
Cyb5B	Ywhae	0.081
Agap2	Unc5B	0.21
Hdac2	Mta2	0.523
Afg3L2	Ywhae	0.081
Hsd3B4	Mgll	0.081
Bag2	Iqcb1	0.236
Foxp3	Srrm1	0.126
Eed	Tars2	0.126
Hmga2	Phip	0.126
Tmf1	Trnp1	0.309
Srsf3	Srsf3	0.155
Dak	Ywhae	0.081
Med31	Rab25	0.126
Hsd3B4	Opa1	0.081
Rps6Ka1	Ywhae	0.081
Foxp3	Gsk3B	0.126
Rbm28	Ywhae	0.081
Cbr1	Hsd3B4	0.081
Chordc1	Nod1	0.21
Tnfrsf11A	Traf6	0.659
Atp13A1	Ywhae	0.081
Fbxl16	Skp1	0.21
Fam76A	Foxp3	0.126
Dock1	Elmo1	0.183
Irak1	Nr0B2	0.376
Nphp4	Rcn2	0.236
Chchd6	Ywhae	0.081
Dok1	Dok2	0.332
Krr1	Ywhae	0.081
Dync1H1	Pou5F1	0.126
Rpl37A	Ubc	0.126
Q8Cj76	Rnf2	0.126
Ephb2	Ptk2	0.309
Cyc1	Uqcr10	0.126
Elf1	Foxp3	0.126
L3Mbtl2	Mbd3	0.21
Grin2B	Vegfa	0.126
Pax5	Rbbp5	0.21
Esr1	Pou4F2	0.183
Apex1	Mutyh	0.21
Foxp3	Ftsj3	0.126
Rpl30	Ywhae	0.081
Cct7	Rpgrip1L	0.126
App	Ganab	0.21
Actbl2	Ywhah	0.126
Grin2B	Ppp3Ca	0.332
Atp6V1B2	Ywhaz	0.196
Cit	Rhoa	0.21
Ctnnb1	Rab8A	0.126
Ezh2	Krt73	0.126
Ikbkg	Traf2	0.376
Nanog	Tsr1	0.126
Sdhc	Unk	0.126
Iffo1	Ndn	0.183
Sox8	Tcf12	0.21
Hsd3B4	Phb	0.081
Csf1R	Ubc	0.21
Prkab1	Ywhae	0.081
Cdk6	Polr2A	0.21
Cct5	Unk	0.126
Aqp2	Vamp3	0.21
Bag1	Mapt	0.21
Slc27A5	Ywhae	0.081
Pstpip2	Ptpn12	0.309
Adrbk1	Gnb1	0.21
Ifrd1	Sap30	0.21
Plvap	Ywhae	0.081
Dis3	Eed	0.126
Fbxo32	Hspa8	0.126
Irs1	Ywhae	0.309
Nucb1	Ptgs2	0.523
Atat1	Ywhae	0.126
Brca2	Rad51	0.78
Ewsr1	Ywhae	0.196
Irf8	Ubc	0.21
Ipo7	Unk	0.126
Grb2	Prkca	0.21
Acp6	Ywhae	0.081
Hsd3B7	Itih4	0.081
Stat1	Usf1	0.376
Abi2	Eps8	0.21
Creb1	Nfya	0.21
Cebpa	Sox8	0.21
Dbt	Ywhab	0.081
Elk1	Mapk1	0.671
Slc17A7	Ywhab	0.081
Eed	Mov10	0.126
Ranbp9	Unk	0.126
Cry1	Per2	0.996
Bag3	Capza1	0.21
Hcst	Klrk1	0.507
Ubc	Ybx3	0.126
Elmsan1	Nanog	0.126
Chd8	Kpna3	0.454
Hsd3B4	Pgam1	0.081
Sap18	Ywhae	0.081
Rpgrip1L	Rps15A	0.236
Invs	Palm	0.126
Esrrb	Mta1	0.126
As3Mt	Eed	0.126
Dync1I1	Nudc	0.21
Opa1	Ywhaz	0.196
Akap5	Prkar2A	0.376
Dnaja1	Pou5F1	0.332
Abcb7	Cox4I1	0.126
Hipk2	Myb	0.454
Atf6	Thbs1	0.21
Etv6	Sin3A	0.21
Zbp1	Zbp1	0.236
Hsd3B4	Rplp2	0.081
Acly	Hsd3B4	0.081
Socs2	Tceb2	0.21
Coro1A	Foxp3	0.126
Ankfy1	Eed	0.126
Pou5F1	Sp1	0.332
Cenpc	Fam208A	0.126
Hsd3B7	Rpl29	0.081
Ikbkb	Keap1	0.183
Nfkb2	Ywhae	0.081
Bzw2	Ikbkb	0.183
Eed	Serpinh1	0.126
Eed	Smc2	0.126
Mov10	Ywhae	0.081
Ctps1	Ywhae	0.081
Hsd3B7	Lactb2	0.081
Ccnd2	Cdk6	0.507
Ctdsp1	Hmga2	0.126
Arntl	Parp1	0.61
Cttn	Kcna2	0.376
Acaca	Sirt1	0.236
Lhfpl5	Pcdh15	0.309
Il1Rap	Il1Rl1	0.21
Gsc	Hdac1	0.507
Vac14	Ywhae	0.081
Csnk2A2	Set	0.183
Pdhb	Ywhaz	0.236
Rab8A	Rph3Al	0.21
Actn2	Ywhaz	0.126
Dlg4	Pgk2	0.236
Arhgap18	Ywhah	0.126
Casp8Ap2	Ywhae	0.081
Ewsr1	Rorc	0.183
Ap2B1	Ywhaz	0.298
Eif3E	Ywhaz	0.081
Kcnma1	Rpsa	0.236
Glyctk	Ywhae	0.081
Ehd3	Ywhab	0.081
Gna13	Ywhaz	0.126
Lsm8	Ywhae	0.081
Ccdc91	Ccdc91	0.155
Chd4	Mta2	0.396
Kcnma1	Mdh2	0.332
Gtf2E1	Gtf2E2	0.183
Myl12B	Uba52	0.21
Sec22B	Ywhae	0.081
Myl6B	Ywhah	0.126
Ahnak	Ywhae	0.081
Med20	Tada2A	0.126
Il1R1	Irak1	0.376
Naprt1	Pgls	0.081
Dars	Ubc	0.126
Hspa2	Max	0.126
Eed	Kif20B	0.126
Ttn	Ywhae	0.081
Eed	Eif3K	0.126
Gon4L	Yy1	0.454
Hspb1	Rpgrip1L	0.126
Frrs1	Nphp4	0.126
Ap2A1	Grin2B	0.376
Syne1	Syne1	0.236
Dlg4	Gpd2	0.236
Becn1	Pik3R4	0.21
Ap3B1	Pi4Kb	0.21
Fyb	Grap2	0.623
Fbxo32	Hbb-B1	0.126
Gtf2I	Smad4	0.21
Nr1H4	Nr5A2	0.21
Snca	Ubc	0.21
Mical1	Sept1	0.21
Dcx	Ywhae	0.126
Iqcb1	Tuba4A	0.236
Cbl	Syk	0.21
Dnmt3B	Hells	0.376
Crkl	Prdx1	0.332
Ndn	Tp53	0.376
Aprt	Kcnma1	0.126
Neurod1	Six1	0.21
Coq5	Ywhae	0.081
Ebna1Bp2	Lin28A	0.21
Tnfaip3	Ube2N	0.21
Ppp2R1A	Ptpra	0.376
Npm1	Rpl27	0.21
Polr1B	Rrn3	0.21
Eed	Ormdl1	0.126
Nfe2	Zfp292	0.183
Hsd3B7	Pabpc4	0.081
Syk	Ubc	0.21
Eed	Hnrnpl	0.126
Pi4Kb	Rab9A	0.21
Fam32A	Hmga2	0.126
Igsf5	Numb	0.396
Dnm1	Nck2	0.309
Hdac6	Plaa	0.376
Mef2C	Trip6	0.332
Jdp2	Jdp2	0.472
Foxp3	Pfkl	0.126
Grin2B	Tp53Bp1	0.126
Cyp2C37	Hsd3B7	0.081
Mif	Ywhaz	0.081
Hacl1	Hsd3B4	0.081
Eri3	Ywhae	0.081
Ep300	Foxp3	0.21
Axin1	Pias4	0.309
Rps3A1	Ywhae	0.081
F12	Hsd3B7	0.081
Bad	Bcl2	0.309
Eme1	Uhrf1	0.702
Cux1	Ywhae	0.081
Invs	Vcan	0.126
E2F6	L3Mbtl2	0.21
Morf4L1	Rb1	0.21
Bin1	Sh3Glb1	0.309
Kremen2	Lrp6	0.376
Cct6A	Ywhaz	0.081
Foxp3	Snrpa	0.126
Myo7B	Ywhaz	0.081
Chp1	Hsd3B4	0.081
Hsd3B7	Rpl38	0.081
Lmna	Mlip	0.21
Tada2A	Trrap	0.126
Rps25	Tial1	0.21
Pacsin3	Ywhae	0.081
Ube2G1	Unk	0.126
Socs1	Trim8	0.569
Eif4B	Fbxo32	0.126
Sp2	Ywhae	0.081
Cbr3	Ywhae	0.196
Nos1	Ptgs2	0.21
Chuk	Pbxip1	0.183
Psd2	Ywhae	0.081
Stx1A	Vamp2	0.914
Eed	Rab11B	0.126
Hspa5	Kcnma1	0.332
Cct6A	Ezh2	0.126
Arhgef11	Plxnb3	0.21
Atp6V1A	Ndufa13	0.126
Snap25	Vamp2	0.958
Bag1	Jun	0.376
Pcbd1	Pcbd1	0.21
Ncstn	Ubc	0.376
Aifm1	Iqcb1	0.236
Hmga2	Pdk3	0.126
Eed	Trim25	0.126
Gfap	Pou5F1	0.126
Nr1H4	Smarca4	0.21
Sh3Gl2	Ubc	0.21
Abl1	Inpp5D	0.569
Trip13	Trip13	0.155
Kcnma1	Ywhaz	0.332
Xylt1	Ywhae	0.081
Pard3	Prkcz	0.454
Bub1B	Bub1B	0.332
Wls	Wnt5A	0.21
Id1	Tcf4	0.126
Fabp1	Ywhae	0.081
Aldoa	Hbb-B2	0.21
Cd4	Ptprcap	0.21
Stx1A	Ubc	0.21
Enam	Xylt2	0.309
Rnf2	Setdb1	0.126
Epb41L1	Ywhaz	0.081
Gbas	Ywhab	0.081
Clstn1	Stx7	0.126
Akt1	Gapdh	0.126
Aco2	Dlg4	0.236
Pcna	Ywhae	0.081
Stt3A	Ywhae	0.081
Rnf25	Ube2D2	0.623
Ppp2R1A	Psmb2	0.21
Abcf3	Eed	0.126
Hmga2	Zcchc9	0.126
Cdk9	Srsf3	0.126
Hsd3B7	Matr3	0.081
