gene	specific process	GOterm	function
Ear2	chemotaxis	GO:0006935	 chemotaxis 
Ecscr	chemotaxis	GO:0006935	 chemotaxis 
Enpp2	chemotaxis	GO:0006935	 chemotaxis 
Fer	chemotaxis	GO:0006935	 chemotaxis 
Fes	chemotaxis	GO:0006935	 chemotaxis 
Fgf10	chemotaxis	GO:0006935	 chemotaxis 
Flt1	chemotaxis	GO:0006935	 chemotaxis 
Fpr1	chemotaxis	GO:0006935	 chemotaxis 
Fpr2	chemotaxis	GO:0006935	 chemotaxis 
Fpr3	chemotaxis	GO:0006935	 chemotaxis 
Fpr-rs3	chemotaxis	GO:0006935	 chemotaxis 
Hmgb2	chemotaxis	GO:0006935	 chemotaxis 
Hrg	chemotaxis	GO:0006935	 chemotaxis 
Il16	chemotaxis	GO:0006935	 chemotaxis 
Kit	chemotaxis	GO:0006935	 chemotaxis 
Lect2	chemotaxis	GO:0006935	 chemotaxis 
Lgals9	chemotaxis	GO:0006935	 chemotaxis 
Lsp1	chemotaxis	GO:0006935	 chemotaxis 
Lyn	chemotaxis	GO:0006935	 chemotaxis 
Nckap1l	chemotaxis	GO:0006935	 chemotaxis 
Nup85	chemotaxis	GO:0006935	 chemotaxis 
Parva	chemotaxis	GO:0006935	 chemotaxis 
Pdgfra	chemotaxis	GO:0006935	 chemotaxis 
Pdgfrb	chemotaxis	GO:0006935	 chemotaxis 
Pf4	chemotaxis	GO:0006935	 chemotaxis 
Pik3c2g	chemotaxis	GO:0006935	 chemotaxis 
Pik3cd	chemotaxis	GO:0006935	 chemotaxis 
Pik3cg	chemotaxis	GO:0006935	 chemotaxis 
Pip5k1c	chemotaxis	GO:0006935	 chemotaxis 
Pla2g6	chemotaxis	GO:0006935	 chemotaxis 
Plgrkt	chemotaxis	GO:0006935	 chemotaxis 
Prok2	chemotaxis	GO:0006935	 chemotaxis 
Ptafr	chemotaxis	GO:0006935	 chemotaxis 
Ptgdr2	chemotaxis	GO:0006935	 chemotaxis 
Rac1	chemotaxis	GO:0006935	 chemotaxis 
Rac2	chemotaxis	GO:0006935	 chemotaxis 
Rarres2	chemotaxis	GO:0006935	 chemotaxis 
Robo1	chemotaxis	GO:0006935	 chemotaxis 
Robo2	chemotaxis	GO:0006935	 chemotaxis 
Robo3	chemotaxis	GO:0006935	 chemotaxis 
S100a8	chemotaxis	GO:0006935	 chemotaxis 
S100a9	chemotaxis	GO:0006935	 chemotaxis 
S1pr1	chemotaxis	GO:0006935	 chemotaxis 
Slit2	chemotaxis	GO:0006935	 chemotaxis 
Tymp	chemotaxis	GO:0006935	 chemotaxis 
Xcl1	chemotaxis	GO:0006935	 chemotaxis 
Xcr1	chemotaxis	GO:0006935	 chemotaxis 
Zfp580	chemotaxis	GO:0006935	 chemotaxis 
Abca1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Abca2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Abcg1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Angptl3	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Aplp2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoa1	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Apoa1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoa2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoa4	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Apoa4	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoa5	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Apob	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apobr	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoc1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoc3	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apoe	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Apoe	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Apof	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
App	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cat	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cebpa	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cela3a	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cela3b	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Ces1d	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Cftr	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Ch25h	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cln6	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cln8	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cubn	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyb5r3	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Cyb5r3	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp11a1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp11b1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp11b2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp27a1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp46a1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp51	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Cyp51	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp7a1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Cyp7b1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Dhcr24	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Dhcr24	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Dhcr7	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Dhcr7	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Ebp	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Ebp	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Erlin1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Erlin2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Fdft1	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Fdft1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Fdps	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Fdps	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Fdx1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Fdxr	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Fech	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Fgl1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
G6pdx	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Hdlbp	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Hmgcr	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Hmgcr	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Hmgcs1	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Hmgcs1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Hmgcs2	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Hmgcs2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Hnf1a	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Hsd17b7	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Il4	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Insig1	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Insig1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Insig2	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Insig2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lcat	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Ldlr	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Ldlrap1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lep	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lepr	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lipc	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lipe	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lrp1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lrp5	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Lss	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Mbtps1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Mbtps2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Mttp	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Mvd	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Mvd	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Mvk	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Mvk	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Npc1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Npc1l1	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Npc1l1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Npc2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Nsdhl	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Nsdhl	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Pcsk9	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Pctp	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Pmvk	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Pmvk	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Pon1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Pphc2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Prkaa1	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Prkaa1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Prkaa2	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Prkaa2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Ptchd2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Saa1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Scap	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Soat1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Soat2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Sorl1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Sqle	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Srebf1	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Srebf2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Tm7sf2	cholesterol biosynthesis	GO:0006695	 cholesterol biosynthetic process 
Tm7sf2	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Tnfsf4	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
Vldlr	cholesterol biosynthesis	GO:0008203	 cholesterol metabolic process 
0610010K14Rik	chromatin remodeling	GO:0016569	 covalent chromatin modification 
2410016O06Rik	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Actl6a	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Actl6b	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Aebp2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Anp32e	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Apbb1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Arid1a	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Asf1a	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Asf1b	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ash1l	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ash2l	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Asxl1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Atrx	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Atxn7l3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Babam1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bag6	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bahd1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Banp	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bap1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Baz2a	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bcor	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bcorl1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bend3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bmi1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brcc3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brd2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brd3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brd4	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brd8	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brd9	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Brdt	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Bre	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Carm1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Cbx2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Cbx3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Cbx4	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Cbx6	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Cbx7	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Cbx8	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd4	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd5	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd6	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd7	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd8	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Chd9	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Coprs	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ctcf	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ctcfl	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dapk3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Daxx	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dek	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dmap1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dnajc2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dnmt1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dnmt3a	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dpf3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dppa3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dpy30	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Dtx3l	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Eed	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ehmt1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ehmt2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Emsy	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Eny2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ep400	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Epc1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Epc2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Eya1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Eya2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Eya3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Eya4	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ezh1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Ezh2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Fam175a	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Foxa1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Foxa2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Foxa3	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Gsg2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
H2afy	chromatin remodeling	GO:0016569	 covalent chromatin modification 
H2afy2	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Hcfc1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
Hdac1	chromatin remodeling	GO:0016569	 covalent chromatin modification 
